programm_id,nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum,quelle_datei
P-A012,Amazon (alle),Amazon US – Handbags & Accessories 4%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),4%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A013,Amazon (alle),Amazon US – Luxury Stores Fashion 4%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),4%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A014,Amazon (alle),"Amazon US – Amazon Devices (Echo, Fire TV, Fire Tablet, Kindle, Ring Devices) 4%",https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),4%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A015,Amazon (alle),Amazon US – Furniture 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A016,Amazon (alle),Amazon US – Home 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A017,Amazon (alle),Amazon US – Home Improvement 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A018,Amazon (alle),Amazon US – Lawn & Garden 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A019,Amazon (alle),Amazon US – Pets Products 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A020,Amazon (alle),Amazon US – Tools 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A021,Amazon (alle),Amazon US – Sports 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A022,Amazon (alle),Amazon US – Outdoors 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A023,Amazon (alle),Amazon US – Toys 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A024,Amazon (alle),Amazon US – Baby Products 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A025,Amazon (alle),Amazon US – Beauty 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A026,Amazon (alle),Amazon US – Headphones 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A027,Amazon (alle),Amazon US – Musical Instruments 3%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),3%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A028,Amazon (alle),Amazon US – PC & PC Components (Computers) 2.5%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),2.5%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
P-A029,Amazon (alle),Amazon US – Televisions 2%,https://affiliate-program.amazon.com/,Direct (Amazon Associates),US (amazon.com),2%,VERIFIED,24 Std. Session; Warenkorb-Add innerhalb Session -> Kauf bis 89 Tage nach Klick,VERIFIED,UNKNOWN,"Ja – Social-Media-UGC gilt als 'Site' (Account-URL im Antrag/Konto listen); akzeptiert: Facebook (keine Privatprofile), Instagram, Twitter/X, YouTube, TikTok, Twitch – Pinterest NICHT gelistet","Ja (exakte Profil-URL registrieren; Pflichthinweis muss mit dem Account verknüpft sein, z.B. Bio)","Ja (Produkt-/Suchlinks mit Tag; Linkkürzer nur wenn klar erkennbar auf Amazon verlinkt, z.B. amzn.to)",Creators API (Nachfolger der abgekündigten PA-API 5; Voraussetzung: mind. 10 qualifizierte Verkäufe in 30 Tagen),Provision nur auf Käufe im jeweiligen Amazon-Store (amazon.com); Geo-Routing via OneLink/Geniuslink nötig,"Standardsatz lt. Commission Income Statement; seit 14.04.2026: Käufe über bezahlte/geboostete Anzeigen disqualifiziert, 180-Tage-Versand/Zahlungsfrist, Onsite-Provision nur auf gleiche ASIN-Variante; DMs nur 'solicited' (Opt-in); Pflichttext 'As an Amazon Associate I earn from qualifying purchases'; Freischaltung nach 3 Verkäufen in 180 Tagen; individuell verhandelte Publisher-Sätze wurden 2026 lt. Adweek um bis zu 50% gekürzt",https://affiliate-program.amazon.com/help/node/topic/GRXPHT8U84RAYDXZ,2026-09-26,quellen/raw_programs_A.csv
