shortcode,handle,views,views_text,topics,caption,url,source,topic_index,topic_pct,n_topics,topic_groups,primary_group,posted_at_utc,post_year,age_days,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,followers,followers_source,vpf,tier,likes_per_view,comments_per_view,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,location_any,status_views,status_followers,status_codes,caption_len_bucket,hashtag_bucket,follower_bucket,acct_pct,acct_rel,class
DOHJ3rMgVna,luxurydreamhub,8200000.0,8.2M,luxury-kitchen-design,"Kitchen goals! ✨ This stunning, crystal-like island is a true work of art, blend",https://www.instagram.com/reel/DOHJ3rMgVna/,https://www.instagram.com/popular/luxury-kitchen-design/,13.19388576025744,1.0,1,luxury_room,luxury_room,2025-09-02T19:35:08.914000+00:00,2025,387,19,Tue,ok,ok,reel,1M followers,1000000.0,1144.0,302023.0,3062.0,242,10,False,3,0,False,False,"Kitchen goals! ✨ This stunning, crystal-like island is a true work of art, blending nature's beauty with modern design. 💎🌸  #LuxuryKitchen #InteriorDesign #DreamHome #ModernDesign #Crystal #CherryBlossom #Aesthetic #HomeInspo #Viral #Trending",cover-v2-embed,cover_r12_146.json,kitchen,apartment,none,modern_luxury,warm_luxury,warm,medium,mixed,False,False,,stylized_dreamy,ai_generated,"typical AI artifacts: amorphous glowing crystal block, odd pendant fixture on twisted cord, over-smoothed details; no AI disclosure",medium,high,Backlit crystal-block kitchen island with cherry-blossom vases and leather stools: an eye-catching is-it-real statement piece.,aspirational,"Kitchen goals! ✨ This stunning, crystal-like island is a true work of art, blending nature's beauty with modern design.",none,,,False,theme_page,en,kitchen;dining;living_room,beige;black;pink;brown,glass;wood;marble;leather;metal;plants,none,none,1000000.0,embed_reel,8.2,4_VIRAL,0.036832073170731706,0.0003734146341463415,0.01013830072544144,21188.63049095607,0.6906982519097995,4.905669115039811,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,1.0,9.441565918249855,top10
DG-dfDMMxzF,sunt_mrr,6800000.0,6.8M,cliff-house,Villa in the rock with a dream view . . . . . . . . . . . . . #midjourney,https://www.instagram.com/reel/DG-dfDMMxzF/,https://www.instagram.com/popular/cliff-house/,370.5722070844687,1.0,1,unusual_home,unusual_home,2025-03-09T10:53:37.521000+00:00,2025,564,10,Sun,ok,ok,reel,2M followers,2000000.0,728.0,147260.0,1884.0,185,10,False,0,0,False,False,Villa in the rock with a dream view . . . . . . . . . . . . . . #midjourney #mansion #bedroomdesign #interior #diseñointeriores #mariadudkina #luxuryinteriors #homedesign #houses #villa,cover-v2-embed,cover_r02_022.json,pool,villa,cliff,mediterranean,minimalist,cool,bright,daylight,False,False,,stylized_dreamy,ai_generated,caption hashtag #midjourney; idealized cliff-overhang villa with unsupported cantilevered pool,low,high,A turquoise infinity pool cantilevered off a sheer sea cliff beneath a rock overhang villa above deep blue water.,descriptive,Villa in the rock with a dream view,none,,,True,ai_creator,en,pool;terrace_outdoor;bedroom,blue;beige;white;grey,natural_stone;concrete;water;wood;fabric;glass;plants,none,pool;unusual_architecture;dramatic_scale;exterior_reveal,2000000.0,embed_reel,3.4,3_VERY_GOOD,0.021655882352941178,0.00027705882352941177,0.012793698220833899,12056.737588652482,1.5250833593518696,33.50297392652258,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,1M+,0.8888888888888888,2.3448275862068964,middle
DBvoA6IIZqo,theluxuryhomeshow,5800000.0,5.8M,miami-mansion,"What $48,000,000 Buys You in Fort Lauderdale, Florida 🇺🇸 Full episode coming to our Y",https://www.instagram.com/reel/DBvoA6IIZqo/,https://www.instagram.com/popular/miami-mansion/,118.60940695296523,1.0,1,location,location,2024-10-30T10:00:03.049000+00:00,2024,694,10,Wed,ok,ok,reel,2M followers,2000000.0,2361.0,,1761.0,300,7,False,1,3,False,False,"What $48,000,000 Buys You in Fort Lauderdale, Florida 🇺🇸  Full episode coming to our YouTube channel soon.  Thanks @realorendagan & @crewzzofficial for showing us around 🙌  Listed for sale with @rick_teed  #luxurylifestyle #theluxuryhomeshow #miami #luxuryhomes #mansionhouse #mansiontour #housetours",cover-v2-embed,cover_r09_108.json,exterior_facade,mansion,none,dark_luxury,modern_luxury,neutral,medium,overcast_rain,False,True,,real_existing,real_footage,handheld real footage of a presenter in front of the house under an overcast sky,low,medium,Host with arms spread presents a black-marble-clad modern mansion with glass garage door on a grass-jointed stone driveway.,money,"What $48,000,000 Buys You in Fort Lauderdale, Florida 🇺🇸",none,"Fort Lauderdale, Florida","$48,000,000",False,media_publication,en,exterior_facade,black;grey;green;brown,marble;glass;wood;natural_stone;plants;metal,none,person;exterior_reveal,2000000.0,embed_reel,2.9,3_VERY_GOOD,,0.00030362068965517243,,8357.34870317003,1.3954884434587203,24.859274130193064,Miami/Florida,Miami/Florida,Miami/Florida,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,1M+,1.0,28.712871287128714,top10
DBzntoio6aS,divaa.finds,5800000.0,5.8M,dream-bedroom-decor-ideas,"✨ Welcome to My Dreamy Bedroom! ✨ Here's how I've transformed my space into a cozy, stylish sanctuary: 🌸 Elegant Decor: Soft colors and chic wall art",https://www.instagram.com/reel/DBzntoio6aS/,https://www.instagram.com/popular/dream-bedroom-decor-ideas/,7.388535031847134,0.8333333333333334,1,luxury_room,luxury_room,2024-10-31T23:14:22.878000+00:00,2024,693,23,Thu,ok,ok,reel,764K followers,764000.0,1203.0,201355.0,828.0,986,30,False,10,0,True,False,"✨ Welcome to My Dreamy Bedroom! ✨ Here's how I've transformed my space into a cozy, stylish sanctuary:  🌸 Elegant Decor: Soft colors and chic wall art create a calming, luxurious atmosphere—perfect for adding that dreamy bedroom decor vibe.  🛏️ Modern Furniture: Sleek bed and side tables keep the room looking sophisticated and organized. A must for anyone into modern bedroom setups!  💡 Ambient Lighting: Warm, soft lighting sets a peaceful mood, turning the space into a cozy haven.  If you love bedroom inspiration and interior design for women, follow for more dreamy decor ideas and tips! 💖✨  Link in bio or write shop in comments for links💅🧚‍♀️  Tags: #bedroom #interiordesign #homedecor #bedroomdecor #interior #home #bed #furniture #livingroom #design #bedroomdesign #decor #bedroominspo #kitchen #interiors #homedesign #bedroomideas #sofa #bedding #architecture #homesweethome #decoration #luxury #furnituredesign #love #interiordesigner #art #interiordecor #bedroomgoals #usa",cover-v2-embed,cover_r08_093.json,bedroom,none_visible,none,glam_feminine,,warm,medium,mixed,False,False,,real_existing,real_footage,"real handheld footage of an actual room seen through a door frame, real product labels (WELLPUR pillow), fairy lights and slight lens softness",high,high,"Pastel pink-lilac glam bedroom peeked at through a doorway: channel-tufted headboard, purple velvet cushions, gold-framed art, fairy lights and a boucle vanity chair, all very shoppable.",descriptive,"✨ Welcome to My Dreamy Bedroom! ✨ Here's how I've transformed my space into a cozy, stylish sanctuary:",comment_keyword,,,False,lifestyle_influencer,en,bedroom,pink;white;purple;gold,fabric;metal;glass;wood,none,bed_focus;door_or_threshold,764000.0,embed_reel,7.591623036649215,4_VIRAL,0.034716379310344825,0.00014275862068965518,0.004112140249807554,8369.40836940837,0.4476884791150537,2.8034220125757554,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,21+,500k-1M,1.0,3.8666666666666667,top10
C_fqAjaMNIJ,sunt_mrr,5400000.0,5.4M,ai-generated-house;future-house;futuristic-houses,Musician Dream House . Collaboration @ti.fu & @sunt_mrr . . . . . . . . #music #aiarchitec,https://www.instagram.com/reel/C_fqAjaMNIJ/,https://www.instagram.com/popular/future-house/,136.70886075949366,1.0,3,ai;future_arch,ai,2024-09-04T12:06:50.509000+00:00,2024,750,12,Wed,ok,ok,reel,2M followers,2000000.0,728.0,330157.0,2267.0,280,16,False,0,2,False,False,Musician Dream House . Collaboration @ti.fu & @sunt_mrr . . . . . . . . #music #aiarchitecture #ai #midjourney #midjourneyarchitecture #parametric #architecture #futuristic #architecturephotography #interiordesign #luxuryhomes #interior #luxuryinteriors #homedesign #homes #houses,cover-v2-embed,cover_r06_078.json,exterior_facade,unusual_structure,forest,futuristic,organic_modern,neutral,medium,blue_hour,False,False,,fantasy_impossible,ai_generated,caption tags #ai #midjourney #midjourneyarchitecture; illegible sign lettering over the door and surreal guitar-shaped massing,low,high,"A white house shaped like an electric guitar, neck rising as a tower, glowing at dusk in a forest clearing; instant novelty.",fantasy,Musician Dream House,none,,,True,ai_creator,en,exterior_facade;living_room;garden_landscape,white;green;grey;gold,glass;plaster;metal;plants,none,exterior_reveal;unusual_architecture;dramatic_scale,2000000.0,embed_reel,2.7,3_VERY_GOOD,0.061140185185185186,0.0004198148148148148,0.006866430213504484,7200.0,0.8286336962611442,6.739593399113457,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,11-20,1M+,0.7777777777777778,1.8620689655172413,middle
C7PFB2NIp-e,beautifulhotels,5400000.0,5.4M,dubai-luxury,@kamashrafi might have found Dubai's best viewpoint! 🇦🇪 The luxury Address Skyview Hotel is home to t,https://www.instagram.com/reel/C7PFB2NIp-e/,https://www.instagram.com/popular/dubai-luxury/,1.4594594594594594,0.9166666666666666,1,location,location,2024-05-21T15:30:16.947000+00:00,2024,856,15,Tue,ok,ok,reel,6M followers,6000000.0,9121.0,409692.0,1466.0,441,2,True,6,3,False,False,"@kamashrafi might have found Dubai's best viewpoint! 🇦🇪  The luxury Address Skyview Hotel is home to the world's highest infinity pool. Guests can swim amongst the clouds while taking in unmatched panoramic views of Dubai's twinkling skyline. ✨☁️  Ever stayed in a hotel with a mind-blowing view? Tell us about it in the comments! 😍  📽 @kamashrafi 📍 @addressskyview, Dubai 🎶 kh_studiio - Original audio #beautifuldestinations #beautifulDubai",cover-v2-embed,cover_r05_064.json,pool,hotel_resort,city_skyline,modern_luxury,,warm,dark,night_artificial,False,True,,real_existing,real_footage,real phone footage at night with a hand resting on the lit infinity-pool edge above the Burj Khalifa and Downtown Dubai; slight noise and softness; caption credits @kamashrafi and names Address Skyview,low,medium,A hand on the glowing infinity-pool edge frames the illuminated Burj Khalifa and Downtown Dubai skyline at night - a vertigo view reveal.,curiosity,@kamashrafi might have found Dubai's best viewpoint! 🇦🇪,question_engagement,"Address Skyview, Dubai",,False,media_publication,en,pool,black;gold;orange;turquoise,water;glass,city_lights,view_reveal;pool;dramatic_scale,6000000.0,embed_reel,0.9,2_GOOD,0.07586888888888889,0.0002714814814814815,0.003578297843257862,6308.411214953271,-0.24607261640994216,0.5674497167831736,Dubai/UAE,Dubai/UAE,Dubai/UAE,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,1-3,1M+,1.0,9.800362976406534,top10
DQostfIDLYr,siyad_abdali,5100000.0,5.1M,cozy-winter-cabin,"Cozy Cabin on a Snowy Day | Reading, Music & Peaceful Alone Time 🕯📖🎶",https://www.instagram.com/reel/DQostfIDLYr/,https://www.instagram.com/popular/cozy-winter-cabin/,29.929577464788732,1.0,1,cozy_ambience,cozy_ambience,2025-11-04T13:17:19.081000+00:00,2025,324,13,Tue,ok,ok,reel,4M followers,4000000.0,2110.0,215644.0,566.0,68,0,False,3,0,False,False,"Cozy Cabin on a Snowy Day | Reading, Music & Peaceful Alone Time 🕯📖🎶",cover-v2-embed,cover_r07_082.json,bedroom,cabin_chalet,snow,rustic_cozy,,warm,medium,night_artificial,True,False,,stylized_dreamy,ai_generated,"AI-typical image: fisheye tiny-cabin interior with uniformly perfect props, painterly streaked blizzard behind the window and door, glowing lamps and stove; no disclosure",medium,high,"Fisheye view of a pine-clad tiny cabin bedroom with a burning wood stove and folk rug while a blizzard rages outside the glass door, a strong cozy-versus-cold contrast.",descriptive,"Cozy Cabin on a Snowy Day | Reading, Music & Peaceful Alone Time 🕯📖🎶",none,,,False,ai_creator,en,bedroom,beige;brown;red;white,wood;fabric;glass;metal;fire,snow;fireplace,bed_focus;view_reveal,4000000.0,embed_reel,1.275,2_GOOD,0.04228313725490196,0.00011098039215686274,0.0026246962586485133,15740.74074074074,0.9178019150402091,8.275646192091134,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,0,1M+,0.6666666666666666,1.120879120879121,middle
DcmBZJINnDz,aureliestory,4900000.0,4.9M,dubai-luxury,"follow @aureliestory for more unique travel inspo 🫶 Dubai nights >>> 📍 The Lana, Dubai, UAE",https://www.instagram.com/reel/DcmBZJINnDz/,https://www.instagram.com/popular/dubai-luxury/,1.3243243243243243,0.8333333333333334,1,location,location,2026-08-28T18:37:02.953000+00:00,2026,27,18,Fri,ok,ok,reel,3M followers,3000000.0,2696.0,402843.0,758.0,93,0,False,2,1,False,False,"follow @aureliestory for more unique travel inspo 🫶  Dubai nights >>>  📍 The Lana, Dubai, UAE",cover-v2-embed,cover_r02_032.json,pool,hotel_resort,city_skyline,modern_luxury,dark_luxury,warm,dark,blue_hour,False,True,,real_existing,real_footage,"real dusk footage of a swimmer in a rooftop infinity pool with actual Burj Khalifa and EMAAR-branded towers, depth marking on pool edge",low,high,A lone swimmer in a glowing rooftop infinity pool under a purple dusk sky with the lit Burj Khalifa ahead sells Dubai night glamour.,promotional,follow @aureliestory for more unique travel inspo 🫶,follow,"The Lana, Dubai, UAE",,False,lifestyle_influencer,en,pool,purple;orange;gold;black,water;metal,city_lights,pool;view_reveal;person,3000000.0,embed_reel,1.6333333333333333,2_GOOD,0.08221285714285714,0.00015469387755102042,0.0018816263407828856,181481.4814814815,-0.14748051692553144,0.7120647435301966,Dubai/UAE,Dubai/UAE,Dubai/UAE,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,0,1M+,1.0,1.53125,top10
Da21RGFoirj,elitebuildhq,4900000.0,4.9M,inside-underground-bunker-house,Inside a Fully Self-Sufficient Underground Survival Bunker & Modern A-Frame Home Take an exclusive look at one of,https://www.instagram.com/reel/Da21RGFoirj/,https://www.instagram.com/popular/inside-underground-bunker-house/,9.523809523809524,0.9166666666666666,1,unusual_home,unusual_home,2026-07-16T14:15:23.620000+00:00,2026,70,14,Thu,ok,ok,reel,2M followers,2000000.0,317.0,176835.0,629.0,1601,0,False,0,0,False,False,"Inside a Fully Self-Sufficient Underground Survival Bunker & Modern A-Frame Home Take an exclusive look at one of the most impressive off-grid survival properties ever built. This unique project combines a modern A-frame home with a massive underground bunker system designed for long-term self-sufficiency, security, and independent living.  The property features a hidden underground shelter constructed from reinforced shipping containers, protected beneath a contemporary home that blends seamlessly into the landscape. Surrounding the house are raised garden beds, a greenhouse, fruit trees, private water systems, utility infrastructure, secure fencing, and dedicated outdoor living spaces, creating a complete off-grid lifestyle.  Whether you're interested in survival architecture, luxury cabins, off-grid living, modern prefab homes, homesteading, bunker engineering, sustainable design, or emergency preparedness, this property showcases innovative ideas for resilient living and future-ready construction.  If you enjoy premium architecture, hidden homes, underground structures, self-sufficient properties, and luxury off-grid projects, this video offers a detailed look at a remarkable concept that combines comfort, security, and independence.  This video is intended for viewers interested in architecture, engineering, construction, sustainable living, and modern off-grid home design.  Recommended for viewers in: United States, Canada, United Kingdom, Australia, New Zealand, German",cover-v2-embed,cover_r07_082.json,garden_landscape,cabin_chalet,forest,scandinavian,organic_modern,neutral,medium,overcast_rain,False,False,,aspirational_realistic,real_footage,"appears to be overcast drone footage with coherent small details (parked car, water tanks, shed, fence, fire pit); no AI disclosure, though not fully certain",low,high,"High drone shot reveals a fenced A-frame homestead with greenhouse, raised beds, orchard and carport carved out of a pine forest, the whole off-grid compound in one frame.",curiosity,Inside a Fully Self-Sufficient Underground Survival Bunker & Modern A-Frame Home,none,,,False,theme_page,en,garden_landscape;exterior_facade;terrace_outdoor,green;grey;white;brown,wood;glass;metal;natural_stone;plants,none,exterior_reveal,2000000.0,embed_reel,2.45,3_VERY_GOOD,0.036088775510204084,0.0001283673469387755,0.0035569881527978057,70000.0,0.5141391628469506,3.266924988832162,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1000+,0,1M+,0.6666666666666666,1.225,middle
DVYna7xjmAK,wayup_media,4800000.0,4.8M,dream-home,"One of these matches her energy perfectly, which house is it? Tag her in the comments",https://www.instagram.com/reel/DVYna7xjmAK/,https://www.instagram.com/popular/dream-home/,2.0869565217391304,0.8333333333333334,1,luxury_home,luxury_home,2026-03-02T14:00:12.988000+00:00,2026,206,14,Mon,ok,ok,reel,941K followers,941000.0,3170.0,243876.0,1599.0,210,4,True,1,2,False,False,"One of these matches her energy perfectly, which house is it? Tag her in the comments to see if you got it right 😅  Builder: @hbdbuilder Outdoor Design: @pjelawncare  #luxuryhomes #backyard #mansions #dreamhome",cover-v2-embed,cover_p1c_073.json,exterior_facade,mansion,none,modern_luxury,rustic_cozy,neutral,medium,blue_hour,False,False,"If you really know your wife, which house is she choosing?",real_existing,real_footage,real camera footage at dusk with natural sky gradient and real landscape lighting,low,high,"Relationship-quiz overlay ('which house is she choosing?') over a dusk-lit stone-and-timber mansion with glowing landscape lights, built to drive tags and comments.",choice,"One of these matches her energy perfectly, which house is it? Tag her in the comments to see if you got it right 😅",tag_friend,,,False,media_publication,en,exterior_facade;garden_landscape,blue;green;grey;black,natural_stone;wood;glass;plants;concrete,none,text_overlay;exterior_reveal;dramatic_scale,941000.0,embed_reel,5.100956429330499,4_VIRAL,0.0508075,0.000333125,0.006556610736603848,23300.97087378641,0.2297909778054698,1.697426499075218,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.6666666666666666,1.5737704918032787,middle
DOExDYCiEYm,luxuryhouseview,4700000.0,4.7M,futuristic-home;luxury-homes;luxury-house;luxury-interior;luxury-penthouse;modern-luxury-house-interiors,ULTRA Luxury House Interior Design💎✨☄️ #luxuryhouseview #luxury #Home #miamistad #miamilife #m,https://www.instagram.com/reel/DOExDYCiEYm/,https://www.instagram.com/popular/luxury-interior/,16.75579322638146,1.0,6,future_arch;interior_generic;luxury_home,future_arch,2025-09-01T21:19:48.702000+00:00,2025,388,21,Mon,ok,ok,reel,389K followers,389000.0,961.0,233393.0,1117.0,366,26,False,3,0,False,False,ULTRA Luxury House Interior Design💎✨☄️ #luxuryhouseview #luxury #Home #miamistad #miamilife #miamivice #travel #fyp #highquality #luxuryhomedesign #luxuryhomes #luxuryhome #luxurydesign #luxuryhomedecor #luxuryrealestate #luxuryliving #luxurylifestyle #luxury #architecture #homedecor #homedesign #exteriordecor #modernhome #dreamhome #luxuryhomebuilder #luxuryvibes,cover-v2-embed,cover_r06_074.json,living_room,penthouse,city_skyline,modern_luxury,dark_luxury,warm,dark,night_artificial,True,False,,stylized_dreamy,3d_render,"clean CG render look: perfectly smooth sofa and floor surfaces, stylized shooting-star streaks across a starry fiber-optic ceiling, no camera noise",medium,high,"Night living room under a starry ceiling with shooting-star streaks, linear fireplace below a TV wall, and a floor-to-ceiling window onto a glittering city skyline.",descriptive,ULTRA Luxury House Interior Design💎✨☄️,none,Miami (hashtags #miamistad #miamilife #miamivice),,False,theme_page,en,living_room,beige;black;grey;gold,natural_stone;fabric;glass;plants;fire,stars;fireplace;city_lights,view_reveal;dramatic_scale,389000.0,embed_reel,12.082262210796916,4_VIRAL,0.049658085106382976,0.00023765957446808512,0.004785919029276799,12113.40206185567,1.1920201794803913,15.560379311822949,Miami/Florida,,Miami/Florida,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,21+,100k-500k,1.0,29.746835443037973,top10
DPT0PbTEwtD,sunt_mrr,4700000.0,4.7M,faroe-islands-luxury-villas;overwater-villa;underwater-hotel,Dream underwater villa . . . . . . . . . . . . . . #midjourney #mariadudkina,https://www.instagram.com/reel/DPT0PbTEwtD/,https://www.instagram.com/popular/underwater-hotel/,18.398903895087102,1.0,3,hotel_resort;location,location,2025-10-02T14:07:40.415000+00:00,2025,357,14,Thu,ok,ok,reel,2M followers,2000000.0,728.0,272076.0,1187.0,122,7,False,0,0,False,False,Dream underwater villa . . . . . . . . . . . . . . #midjourney #mariadudkina #luxuryinteriors #villa #maldives #houses #ai,cover-v2-embed,cover_r00_008.json,exterior_facade,unusual_structure,underwater,minimalist,brutalist,cool,medium,mixed,False,False,,fantasy_impossible,ai_generated,caption tags #midjourney and #ai; physically impossible open-sided living room on a coral reef under the water surface,low,high,Open concrete house with a warmly lit lounge sits on a coral reef beneath a rippling water surface.,fantasy,Dream underwater villa,none,Maldives,,True,ai_creator,en,exterior_facade;living_room;bedroom,teal;blue;grey;beige,concrete;water;natural_stone;fabric,none,unusual_architecture;exterior_reveal,2000000.0,embed_reel,2.35,3_VERY_GOOD,0.05788851063829787,0.0002525531914893617,0.004362751584116203,13165.266106442577,0.49001974991669217,3.090435969563165,Maldives,Nordics/Iceland/Faroe,Maldives,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,1M+,0.6666666666666666,1.6206896551724137,middle
DQX8TJxD0km,divaa.finds,4600000.0,4.6M,cozy-bedroom-ideas,"My cozy neutral room 🤍 Soft lighting, fluffy bedding, and calm neutral tones — everything about this space feels peaceful and warm. ✨ The clean decor",https://www.instagram.com/reel/DQX8TJxD0km/,https://www.instagram.com/popular/cozy-bedroom-ideas/,10.722610722610723,0.8333333333333334,1,cozy_ambience,cozy_ambience,2025-10-29T01:06:26.619000+00:00,2025,330,1,Wed,ok,ok,reel,764K followers,764000.0,1203.0,332195.0,633.0,562,25,False,3,0,False,False,"My cozy neutral room 🤍 Soft lighting, fluffy bedding, and calm neutral tones — everything about this space feels peaceful and warm. ✨ The clean decor and cozy textures make it my ultimate safe haven after a long day. Every girl deserves a room that feels like this!  If you need a link to anything in my room, comment neutral 🤍  Tags: #room #home #interiordesign #hotel #design #homedecor #decor #roomdecor #bedroom #interior #love #art #travel #house #livingroom #decoration #luxury #instagood #escape #vacation #photography #fashion #escaperoom #furniture #bed",cover-v2-embed,cover_r05_060.json,bedroom,none_visible,none,warm_luxury,glam_feminine,warm,medium,night_artificial,False,False,& yes i rather stay at home,real_existing,real_footage,phone footage shot past an open door handle into a real bedroom; warm LED backlight and natural sensor noise,high,medium,"Doorway reveal of an all-cream bedroom with a channel-tufted boucle bed, bubble faux-fur throw, stacked pouf and warm LED backlight, with a relatable homebody text overlay.",descriptive,My cozy neutral room 🤍,comment_keyword,,,False,lifestyle_influencer,en,bedroom,beige;white;brown;grey,fabric;wood;plaster,none,text_overlay;bed_focus;door_or_threshold,764000.0,embed_reel,6.020942408376963,4_VIRAL,0.07221630434782608,0.00013760869565217391,0.0019055073074549587,13939.39393939394,0.7776517063925332,5.993102512368999,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,21+,500k-1M,0.8,3.066666666666667,middle
DPTscmgDrm6,wayup_media,4100000.0,4.1M,mountain-house,"Does the peace and privacy here make $7.9M worth it? 5 beds, 4 full baths, and 7,000sqft of space to spread out. Updated with mountain modern finishes",https://www.instagram.com/reel/DPTscmgDrm6/,https://www.instagram.com/popular/mountain-house/,20.098039215686274,0.9166666666666666,1,unusual_home,unusual_home,2025-10-02T12:59:34.041000+00:00,2025,357,12,Thu,ok,ok,reel,941K followers,941000.0,3170.0,354796.0,785.0,280,3,True,0,1,False,False,"Does the peace and privacy here make $7.9M worth it?  5 beds, 4 full baths, and 7,000sqft of space to spread out. Updated with mountain modern finishes and views that basically cover the entire valley  Agent: @a_team_telluride_real_estate  #moutainhomes #realestate #outdoorliving",cover-v2-embed,cover_p1a_003.json,exterior_facade,house,mountain,rustic_cozy,,cool,medium,blue_hour,False,False,This and no neighbors...,real_existing,real_footage,drone footage of a real listed property (listing agent credited in caption),low,high,"A small glowing lodge alone on a ridge beneath dusky peaks sells isolation, amplified by the 'no neighbors' overlay.",money,Does the peace and privacy here make $7.9M worth it?,question_engagement,Telluride,$7.9M,False,media_publication,en,exterior_facade;garden_landscape,grey;green;blue;orange,wood;natural_stone;glass,none,text_overlay;exterior_reveal;dramatic_scale,941000.0,embed_reel,4.357066950053135,3_VERY_GOOD,0.08653560975609756,0.00019146341463414633,0.0022125390365167587,11484.593837535014,0.7521410919441569,5.651205392103136,Other,,Other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,1-3,500k-1M,0.5833333333333334,1.3442622950819672,middle
