handle,instagram_url,followers,followers_status,posts,posts_status,display_name,niche_focus,account_type,group,content_mode_AI_real_mixed,content_mode_status,reels_in_sample,median_reel_views_sample,mean_reel_views_sample,top_reel_views_seen,views_status,median_views_per_follower,max_views_per_follower,median_likes_per_view,median_comments_per_view,engagement_status,posting_freq_per_week_upper_bound,posting_freq_status,earliest_known_post,account_age_status,bio,bio_source,cta_pattern,external_links,link_in_bio_offers,has_affiliate,has_brand_deals,has_shop,has_services,has_digital_products,has_newsletter,has_other_monetization,has_brand_contact,brand_deals_seen,monetization_status,deep_profiled,top_reel_url,topics,profile_json,source
elitebuildhq,https://www.instagram.com/elitebuildhq/,2000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",317.0,VERIFIED (embed page),,"Faceless AI concept 'build' / walkthrough videos of luxury off-grid and survival architecture: underground bunkers and container homes, hidden lofts behind waterfalls, 'living garden' garages, modular container courtyard homes.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),6,4000000.0,8329500.0,24000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.0,12.0,0.02017367461430575,0.00013175592780464786,VERIFIED inputs (embed likes/comments + topic views); ratio computed,13.2,ESTIMATED upper bound = posts / days since earliest known post,2026-04-09,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,UNKNOWN. https://www.threads.com/@elitebuildhq returned only a login wall/footer (no profile data). Instagram search snippets could not be collected (WebSearch budget exhausted). The project's embed-page pipeline did not capture this account (accounts_metrics.csv follower_status UNKNOWN).,"Bio CTA UNKNOWN. Captions read like long YouTube SEO titles with pipe separators and a first-person or tour framing ('I Built a Hidden Luxury Loft Behind a Waterfall | Ultimate Off-Grid AI Concept'; 'Inside a Fully Self-Sufficient Underground Survival Bunker & Modern A-Frame Home Take an exclusive look at one of'), followed by 'Experience / Step inside / Witness' descriptive copy. No follow, comment, link or shop CTA appears in the caption fragments seen. The fragments are truncated at about 90-150 characters.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DW4-fMTiB96/,ai-generated-house;container-home-luxury-models-2026;inside-underground-bunker-house;modern-architecture;underground-house,data/raw/accounts/profile_elitebuildhq.json,topic-page sample + embed pages + deep profile
travelask.world,https://www.instagram.com/travelask.world/,681000.0,"VERIFIED (embed page, rounded, 2026-09-25)",764.0,VERIFIED (embed page),,"Travel-inspiration listicles of real 'most beautiful' hotels, treehouses, villas and riads worldwide (Lapland, Morocco, Lake Como, Amalfi, Scandinavia), with dreamy (partly AI-looking) visuals.",media_publication,C/G media,mixed,ESTIMATED (profile evidence / AI-assisted cover coding),6,1300000.0,1392566.6666666667,2700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.9089574155653453,3.9647577092511015,0.052635967078189294,0.00046437499999999994,VERIFIED inputs (embed likes/comments + topic views); ratio computed,8.9,ESTIMATED upper bound = posts / days since earliest known post,2025-01-28,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,NOT retrieved. Threads https://www.threads.com/@travelask.world returned only a login wall; WebSearch budget exhausted so Instagram result snippets could not be collected; instagram.com not fetched. (Embed page display_name field shows only the username 'travelask.world'.),"Emoji + listicle headline ('🍁10 Dreamy Treehouse Stays Around the World', '😍Morocco like Pinterest: the most beautiful hotels 🇲🇦'), occasional save CTA ('♥️Save this: the most romantic and secluded hotels in Lapland'), then a numbered '📍 Name — Place — one-line description' list; no hashtags or @mentions in the two full captions captured (caption_hashtags 0, caption_mentions 0); escapist cover overlays ('This & no stress..', 'Not a dream... Morocco'). Project coding cta_type 'none' for both coded reels.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DdEgqHFozBe/,arctic-treehouse-hotel-rovaniemi;cabins;como-lake-villas;marrakech-riad;mediterranean-villa;treehouse;treehouse-hotel,data/raw/accounts/profile_travelask.world.json,topic-page sample + embed pages + deep profile
facade_designn,https://www.instagram.com/facade_designn/,47000.0,"VERIFIED (embed page, rounded, 2026-09-25)",237.0,VERIFIED (embed page),,"Futuristic and parametric architecture concepts (serpent-inspired skyscraper, sculptural glass high-rise, cliffside villa) with templated, emoji-led captions.",theme_page,A/F theme page,unknown,UNKNOWN,6,678000.0,843666.6666666666,2100000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",14.425531914893616,44.680851063829785,0.01798305708334892,0.0002133538315988647,VERIFIED inputs (embed likes/comments + topic views); ratio computed,5.5,ESTIMATED upper bound = posts / days since earliest known post,2025-11-25,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,"Every caption follows the same template: an emoji (✨/🏛️/🌿) plus a one-line hook ('When architecture dares to break the rules, magic happens...'), then a second emoji and a description ('This design blends nature, ...'). The source truncates captions at about 90 characters, so any CTA, credit or hashtags further down are UNKNOWN.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DS5GYPmAESA/,ai-generated-architecture-designs;futuristic-architecture;house-on-cliff;modern-architecture;parametric-architecture,data/raw/accounts/profile_facade_designn.json,topic-page sample + embed pages + deep profile
beautifulhotels,https://www.instagram.com/beautifulhotels/,6000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",9121.0,VERIFIED (embed page),BEAUTIFUL HOTELS,"Curated luxury and unique hotels, villas and cabins worldwide (Dubai, Lake Como, Maldives, Lapland, Ibiza, Amalfi). It is a hospitality sub-brand of the Beautiful Destinations travel-media and marketing agency.",media_publication,C/G media,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,551000.0,2072000.0,5400000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.0918333333333333,0.9,0.04625874125874126,0.00019879518072289158,VERIFIED inputs (embed likes/comments + topic views); ratio computed,56.3,ESTIMATED upper bound = posts / days since earliest known post,2023-08-17,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Celebrating #BeautifulHotels from all over the world. Discover the most unique, experiential, and finest stays with us. 🌎","Public Threads profile https://www.threads.com/@beautifulhotels (fetched 2026-09-25). The Instagram bio itself was not seen, because no WebSearch snippets were available (the budget was used up). Threads profiles are usually linked to the Instagram account, but they are not guaranteed to match.","Credit-first captions ('@creator transports us to / gives us a peek inside <property>'), a descriptive paragraph, then a question prompt for comments ('Who are you bringing with you?', 'Tell us your top hidden gems in Tulum...', 'What's the prettiest view you've ever enjoyed from a hotel window?'). Credits and location use 📽️ @creator 📍Property, Place. No booking link in the captions. B2B monetization runs through the parent agency (brands@beautifuldestinations.com).",https://beautifuldestinations.com,"BD Academy: 12-week cohort creator training in Dubai ('power; LinkedIn newsletter 'Social Content x Travel'; Parent brand's travel marketing agency: 'Beautiful Destinati; Research Panel and '2026 State of Social Media in Travel Rep; brands@beautifuldestinations.com (Brand Partnerships), info@",True,True,False,True,True,True,False,True,"Address Sky View Hotel, Dubai (named in C7PFB2NIp-e; paid status unknown); Villa Peduzzi, Lake Como (CwDUsjvBzG_; paid status unknown); Nordland Cabin, Apuseni Mountains, Romania (C1KX5HeozzE; paid status unknown); Kuuru Lakeside, Salla, Lapland (DSxdffvjsz7; paid status unknown); Milaidhoo Maldives",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/C7PFB2NIp-e/,arctic-treehouse-hotel-rovaniemi;dubai-luxury;lake-como-villa;luxury-cabin;maldives-villa,data/raw/accounts/profile_beautifulhotels.json,topic-page sample + embed pages + deep profile
arteo_luxury,https://www.instagram.com/arteo_luxury/,871000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1041.0,VERIFIED (embed page),Arteo by Spandana,"Opulent luxury residential interiors (kitchens, living rooms, bathrooms, TV units, home theatres) by a Bengaluru-based studio led by Spandana.",designer_studio,A designer/3D studio,unknown,UNKNOWN,5,798000.0,1435620.0,3500000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.9161882893226176,4.018369690011481,0.022090225563909775,0.00020371428571428572,VERIFIED inputs (embed likes/comments + topic views); ratio computed,7.8,ESTIMATED upper bound = posts / days since earliest known post,2024-03-02,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",Where art meets luxury 11+ Years in Luxury Interiors Delivering Globally,Threads profile https://www.threads.com/@arteo_luxury (public). Instagram bio itself not retrieved.,No explicit CTA seen in sampled captions; formula is '<Poetic title>! <tagline> ... by @spandanapb / by Arteo' + #luxury #luxuryinteriors hashtags.,,"Arteo Luxury, Bengaluru - full home interiors, modular kitch; contact@arteoluxury.com / WhatsApp +91-9880216520 (website; ",False,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DPt1R0_E6oS/,luxury-bathroom-design;luxury-bathroom-interior-design-inspiration;luxury-interior-design;luxury-kitchen;luxury-kitchen-design;luxury-living-room;luxury-living-room-design,data/raw/accounts/profile_arteo_luxury.json,topic-page sample + embed pages + deep profile
divaa.finds,https://www.instagram.com/divaa.finds/,764000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1203.0,VERIFIED (embed page),Diva luxe living Co.,"Shoppable 'dream bedroom' / cozy girly room makeovers (white-pink glam, neutral cozy, TV bed, vanities) monetized via Amazon and Temu affiliate links.",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,1500000.0,2653000.0,5800000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.963350785340314,7.591623036649215,0.08958082191780822,0.00022133333333333334,VERIFIED inputs (embed likes/comments + topic views); ratio computed,12.2,ESTIMATED upper bound = posts / days since earliest known post,2024-10-31,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",📚 #1 Home Organization Guide 💞 #2 Your home glow-up starts here ❤️ #3 635k+ followers living clutter-free 👇 #4 Ready for the full transformation,Threads profile https://www.threads.com/@divaa.finds (public). Instagram bio itself not retrieved; the '635k+ followers' claim is the account's own bio text.,"Comment-keyword DM automation + link-in-bio: 'Tap the link in my bio to shop all my favorite items. 💬 Or comment ""ROOM"" below and I'll DM you the full list directly!'; first-person 'Welcome to my cozy, dreamy bedroom' hooks; bio ends '👇 #4 Ready for the full transformation' pointing to Linktree.",https://linktr.ee/Divaa.finds,Contact page with email (Cloudflare-obfuscated on fetch) and; Diva's Amazon Storefront; Diva's Shop 🛍️ (divafinds.us - curated product catalog linki; Diva's Temu | Fav Picks; Individual Amazon product links: Sectional Sofa; Vanity Desk; amzn.to short links: Vanity Desk with Mirror & LED Lights ($,True,True,True,False,False,False,False,True,Temu (named in caption of DVy7BDyE0-d and linked on Linktree; paid status UNKNOWN),VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DBzntoio6aS/,bedroom-decor;bedroom-design;cozy-bedroom-ideas;dream-bedroom;dream-bedroom-decor-ideas;dream-room,data/raw/accounts/profile_divaa.finds.json,topic-page sample + embed pages + deep profile
miladeshtiyaghi,https://www.instagram.com/miladeshtiyaghi/,642000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1709.0,VERIFIED (embed page),Architect | Milad Eshtiyaghi | ميلاد اشتياقي,"Conceptual luxury houses and villas set into nature (jungle, forest, hillside, 'Black House'), presented as the architect's own designs. The content generates leads for worldwide architecture and interior design commissions.",architect,C architecture,AI,ESTIMATED (profile evidence / AI-assisted cover coding),5,381000.0,692360.0,2100000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.5934579439252337,3.2710280373831777,,0.000569620253164557,VERIFIED inputs (embed likes/comments + topic views); ratio computed,26.4,ESTIMATED upper bound = posts / days since earliest known post,2025-06-28,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",▪️Architecture and interior design ▪️Provide projects worldwide ▪️WhatsApp: (+98)9124236621 📩 miladeshtiyaghi@yahoo.com,Threads profile https://www.threads.com/@miladeshtiyaghi (WebFetch 2026-09-25; text as returned by the fetch tool). The Instagram bio itself was not verified. The public embed pages show only the username 'miladeshtiyaghi'.,"The first line is a project title with emoji ('Jungle House 🌳🤍🌱', '🖤 BLACK HOUSE 🖤🌳 A Minimal Sanctuary in Nature'). Then comes the credit 'Architect & Interior Designer: @miladeshtiyaghi', long descriptive copy and an engagement question ('Which element speaks to you most?', 'Which part speaks to you most?'). Hashtags include #luxury #billionaire #millionaire #losangeles #معماری. There is no link CTA in the captions; the bio carries the CTA (WhatsApp + email for worldwide projects).",https://miladeshtiyaghi.com/,"Architecture, Interior Design, Landscape Design, 3D Visualiz; Behance portfolio; Email: Miladeshtiyaghi@yahoo.com; LinkedIn; WhatsApp for project inquiries; YouTube channel",True,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/Da714ebtLOp/,biophilic-design;desert-modern-house-tours;futuristic-house;house-in-forest;house-in-the-forest;tropical-house;tropical-house-architecture-styles,data/raw/accounts/profile_miladeshtiyaghi.json,topic-page sample + embed pages + deep profile
glashaus.realestate,https://www.instagram.com/glashaus.realestate/,296000.0,"VERIFIED (embed page, rounded, 2026-09-25)",537.0,VERIFIED (embed page),Tom Glashausser | Los Angeles Real Estate Agent,"Short phone-shot tours of ultra-luxury Los Angeles listings (Malibu, Beverly Hills, Hollywood Hills), $10M to $43M+, by a Christie's/AKG agent building his personal brand.",real_estate,B luxury real estate,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,791000.0,706200.0,1500000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.6722972972972974,5.067567567567568,0.056049304677623264,0.0004070796460176991,VERIFIED inputs (embed likes/comments + topic views); ratio computed,3.5,ESTIMATED upper bound = posts / days since earliest known post,2023-10-19,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","• AKG | @christiesrealestate • Luxury Home Tours • Buy | Sell | Lease DRE# 02191974 Beverly Hills, CA tom@akgre.com","Public Threads profile https://www.threads.com/@glashaus.realestate (fetched 2026-09-25). The Instagram bio itself was not seen, because no WebSearch snippets were available (the budget was used up). Threads profiles are usually linked to the Instagram account, but they are not guaranteed to match.","Minimal hook captions: price plus location ('$33,500,000 in beverly hills', '$42,900,000 in malibu'), often lowercase, then 'listed by: @agent dre# ...' credits and long hashtag blocks (#view #viewforview #hollywoodhills #luxuryhomes ...). No explicit CTA was seen in the sampled captions. Conversion runs through the bio (Buy | Sell | Lease, tom@akgre.com) and the website (home value, schedule, off-market).",https://glashausrealestate.com,"Book an appointment ('Schedule'); Email alerts and an email sign-up form on the homepage; Listing page linked in the site navigation (slug: west-holly; Personal agent site. Title: 'Tom Glashausser | Luxury Real E; Seller lead capture: 'Home Value' valuation page; YouTube Shorts channel 'Tom Glashausser' (@glashaus.realesta; tom@akgre.com, phone 424.281.0061, License # 02191974 (About",True,True,False,True,False,True,True,True,"Christie's International Real Estate Southern California / @christiesrealestate: his brokerage (tagged in the bio); The Aaron Kirman Group (AKG): his team; @robertehowellgroup, @hoshsellshomes, @kwofbeverlyhills: listing credits on Cyl3Py1v64k (paid status unknown); @jademillsestates: listing credit",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/Cyl3Py1v64k/,beverly-hills-mansion;houses-on-malibu-beach;los-angeles-house;malibu-house,data/raw/accounts/profile_glashaus.realestate.json,topic-page sample + embed pages + deep profile
styltechinterior_official,https://www.instagram.com/styltechinterior_official/,201000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1199.0,VERIFIED (embed page),Styltech Interior,"Bengaluru (India) interior design-and-execution studio (STYLTECH STUDIO) posting walkthroughs of finished kitchens, living rooms, bedrooms, bathrooms, kids' rooms and staircases",designer_studio,A designer/3D studio,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,405000.0,1058500.0,3600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.014925373134328,17.91044776119403,0.015180080482897384,7.534348864994027e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,33.3,ESTIMATED upper bound = posts / days since earliest known post,2026-01-15,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",8296079178,Threads profile https://www.threads.com/@styltechinterior_official (fetched 2026-09-25). The profile text under the display name is only a phone number. Instagram bio not seen.,"Viral-style hook captions ('This Kitchen Design Looks So Smooth 😍✨', 'This Bathroom Looks More Expensive Than A Hotel 😍✨') with no CTA in the sampled Instagram captions. Project posts carry a studio credit and location tags ('Designed & Executed by STYLTECH STUDIO', '📍 Sarjapur Road, Bengaluru'). The profile shows a phone number.",,Design and build service: 'Designed & Executed by STYLTECH S; Phone number shown as the Threads profile text: 8296079178,False,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DVn8laHklGZ/,bedroom-design;dream-bedroom-decor-ideas;hotel-bathroom-designs;kitchen-design;living-room-design;luxury-kitchen;modern-living-room,data/raw/accounts/profile_styltechinterior_official.json,topic-page sample + embed pages + deep profile
exploringdreamhomes,https://www.instagram.com/exploringdreamhomes/,177000.0,"VERIFIED (embed page, rounded, 2026-09-25)",167.0,VERIFIED (embed page),,"Faceless AI 'dream home' exterior clips: storybook cottages, snowy white stucco houses with arched windows, whimsical facades. Pure eye candy with no information in the captions.",theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),5,556000.0,623000.0,996000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",3.1412429378531077,5.627118644067797,0.053323076923076924,0.0006258992805755395,VERIFIED inputs (embed likes/comments + topic views); ratio computed,5.1,ESTIMATED upper bound = posts / days since earliest known post,2026-02-05,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,UNKNOWN. https://www.threads.com/@exploringdreamhomes returned only a login wall/footer (no profile data). Instagram search snippets could not be collected (WebSearch budget exhausted). The two project embed captures give conflicting name fields (see notes).,"No CTA. Captions are two- or three-word reactions with emojis and no hashtags, mentions or link hints ('So beautiful ❤️😍', 'Very pretty 😍🥳', 'Pretty cool 😃❤️', 'Dream home 🥰🏡', 'Dreamy ❤️🍀'). The project's caption coding records cta_type none and no link hint.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DUWxMeTCn65/,ai-generated-house;ai-house;dream-house;dream-house-design,data/raw/accounts/profile_exploringdreamhomes.json,topic-page sample + embed pages + deep profile
juliagal_,https://www.instagram.com/juliagal_/,4000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1232.0,VERIFIED (embed page),Julia Gal,"Luxury travel creator (with partner @momentsofgregory) filming hotel suites, rooftop/infinity pools, Dubai and Santorini stays and cruises - 'Hotels • Destinations • Cruises'.",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,4591500.0,5721250.0,13600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.147875,3.4,0.06438992647058824,0.00018257268424611223,VERIFIED inputs (embed likes/comments + topic views); ratio computed,14.0,ESTIMATED upper bound = posts / days since earliest known post,2025-01-18,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",Luxury Travel Content Creator 23M+ Followers Across Platforms Hotels • Destinations • Cruises Contact info@momentsofgregory.com With @momentsofgregory,"THREADS bio (NOT the Instagram bio): https://www.threads.com/@juliagal_ fetched 2026-09-25. Instagram bio itself not retrieved (WebSearch budget exhausted; instagram.com not fetched). '23M+ Followers Across Platforms' is the creator's self-claim, unverified.","Short aspirational first-person hook + emoji ('Just checked into the dreamiest hotel room ever😍🪄', 'Dreams do come true in this suite!💫😍'), engagement CTA 'Tag someone you would bring here🥂', location pin '📍@hotel' or property hashtag, plus generic hashtags (#dubai #beautifulhotels #hotelsandresorts #luxuryvacations #best_worldplaces #luxury). Bio CTA: 'Contact info@momentsofgregory.com'.","https://www.tiktok.com/@juliagal_ (link shown on Threads profile); https://momentsofgregory.com (domain of the contact email in the Threads bio; site fetched, it names 'MOMENTSOFGREGORY & JULIAGAL'); https://www.youtube.com/@juliagal_ (linked from momentsofgregory.com)",'Momentsofgregory & Juliagal - Content Creation Agency': 'Co; Contact info@momentsofgregory.com (Threads bio; also mailto ; TikTok @juliagal_ (Threads profile link); YouTube @juliagal_ (linked from momentsofgregory.com),False,True,False,True,False,False,False,True,@santonero_santorini (hotel tagged with location pin in reel DQkFQYNjHMz; paid status unknown); #AgaliaLuxurySuites (property hashtag in reel DbC8IbDMeT3; paid status unknown); @calilo_ios (hotel credited in @worldexclusivetravel repost CrDO5DgIHXk of juliagal_ footage; paid status unknown),VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DRnDRfOjAbX/,best-rooftop-pools;luxury-hotel;luxury-hotel-suite,data/raw/accounts/profile_juliagal_.json,topic-page sample + embed pages + deep profile
