shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
DFWrB7gNa6Y,studio_ja_su,ok,ok,reel,25K followers,25000,497,79,,220,13,False,0,0,False,False,5 Características del estilo industrial #estiloindustrial #estilourbano #decoracion #decor #diseñoydecoracion #decohome #desiginterior #interiorismo #design #decoracioninteriores #industrial #industrialdesign #industrial,cover-v2-embed,cover_r12_136.json,living_room,none_visible,none,industrial,dark_luxury,warm,dark,night_artificial,False,False,Materiales expuestos: Ladrillo Madera sin tratar Cemento expuesto,aspirational_realistic,ai_generated,"typical AI-image look: over-textured rusted surfaces, smeared stair and railing details; no AI disclosure in caption",medium,medium,"Moody double-height industrial loft with rusted metal walls, floating steel stair, dark velvet sectional and reclaimed-wood table, overlaid with an educational list of exposed materials.",instructional,5 Características del estilo industrial #estiloindustrial #estilourbano #decoracion #decor #diseñoydecoracion #decohome ,none,,,False,designer_studio,es,living_room;kitchen;stairs_hall,black;brown;grey;orange,metal;wood;concrete;fabric,none,text_overlay
DbrIjLTg-Cb,kathy_schaefer,ok,ok,reel,147K followers,147000,288,6950,75,116,5,False,2,1,False,False,And guess how long my tbr is 🫠 #homelibrary #gothicstyle #bookshelf #readingroom #cozyhomevibes Sound- @asweetkiwi ✨,cover-v2-embed,cover_r12_136.json,other,none_visible,none,dark_luxury,maximalist,warm,dark,candle_fire,False,False,,real_existing,real_footage,"real camera footage: legible real book spines and covers (e.g. Dracula), lived-in clutter, natural lens depth",high,high,"Dark-green gothic home library with packed bookshelves, candlelit fireplace with spider candelabra, carved pedestal table and a revolving bookcase topped by Dracula.",curiosity,And guess how long my tbr is 🫠 #homelibrary #gothicstyle #bookshelf #readingroom #cozyhomevibes Sound- @asweetkiwi ✨,none,,,False,lifestyle_influencer,en,other,green;brown;black;gold,wood;fabric;fire,fireplace,none
DTJjsVGjkPK,meggieferrerhome,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r12_136.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWoGzgbjWPV,fushuhousedesign,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r12_136.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMdIsrlNHpw,dwell.scape,ok,ok,reel,"3,608 followers",3608,200,2151,1526,170,5,True,0,0,False,True,Somewhere between daydreaming and window shopping… Which one would you choose if you could move in tonight?  ---  #cozytok #chilltok #dreamhouse #cityaesthetic #houseenvy,cover-v2-embed,cover_r12_136.json,exterior_facade,house,none,traditional_regional,,warm,dark,blue_hour,False,False,POV: You’re passing through the neighborhood. Which townhouse are you hoping is yours?,stylized_dreamy,ai_generated,"typical AI-image look: uniformly glowing identical windows, overly smooth facades and idealized wet-street reflections; no AI disclosure in caption",low,medium,Row of warmly lit townhouses on a rain-slick street at blue hour with a POV pick-your-house question overlay.,aspirational,Somewhere between daydreaming and window shopping…,question_engagement,,,False,theme_page,en,exterior_facade,blue;gold;brown;black,natural_stone;glass;metal;plants,rain,text_overlay;exterior_reveal
DMfmp0gScp0,naturesms,ok,ok,reel,10M followers,10000000,3511,17805,219,82,3,False,0,0,False,False,Architectural design that integrates into nature. #artchitectural #design #explore,cover-v2-embed,cover_r12_136.json,other,unusual_structure,cliff,futuristic,biophilic,cool,medium,mixed,False,True,,stylized_dreamy,ai_generated,"concept-visualization look typical of AI architecture imagery: implausible terraced city under a huge rock overhang, soft indistinct distant figures; no AI disclosure in caption",low,high,"Terraced glass-fronted buildings lining a tree-lined canal inside a vast rock canyon, with tiny pedestrians emphasizing the scale.",descriptive,Architectural design that integrates into nature. #artchitectural #design #explore,none,,,False,theme_page,en,exterior_facade;garden_landscape,grey;green;white;black,natural_stone;water;plants;glass;concrete,none,unusual_architecture;dramatic_scale;water_feature
DNFJflNzAYj,kerala_architectures,ok,ok,reel,239K followers,239000,1006,191603,957,618,10,False,4,1,False,False,"🏡 Tropical Modern Bliss in the Heart of Kerala 🌴✨ This stunning 4BHK home is a perfect blend of minimal design and Kerala's lush charm. Surrounded by swaying palms, its clean lines, full-height windows, and elevated terrace garden bring in natural light and tropical serenity like never before.  Crafted for families who dream of modern comfort without losing the soul of tradition.  📍Follow @kerala_architectures for more daily inspirations!  #KeralaHomeDesign #4BHKHome #TropicalModernHouse #HomeInNature #KeralaArchitectures #ModernKeralaHome #DreamHomeDesign #HomeDesignIndia #NatureInspiredLiving #GreenLivingHome",cover-v2-embed,cover_r12_136.json,exterior_facade,house,jungle_tropical,tropical,minimalist,neutral,bright,daylight,False,False,KA Kerala Architectures !,real_existing,real_footage,real camera photo of a built house with natural lawn and palm irregularities; account logo watermark,low,high,White flat-roofed two-storey Kerala home with wooden louvered windows and a rooftop terrace garden set among tall coconut palms.,location,🏡 Tropical Modern Bliss in the Heart of Kerala 🌴✨,follow,Kerala,,False,theme_page,en,exterior_facade;terrace_outdoor;garden_landscape,white;green;grey;brown,plaster;wood;natural_stone;glass;plants,none,exterior_reveal
DZosl_bt6eU,cozynomadstudio,ok,ok,reel,57K followers,57000,681,816,,377,5,True,4,0,False,False,"POV: This forest mansion is yours 🌲🖤 No neighbors. No noise. Just trees Warm lights, dark wood, and the whole forest watching 🍃 You'd never want to leave  Could you live here alone? Yes or no 👇  #foresthouse #dreamhome #luxuryliving #darkinterior #forestliving cozyhome naturelovers glasshouse luxuryinterior forestvibes dreamroom mansionlife darkaesthetic naturehome cozynomad",cover-v2-embed,cover_r12_137.json,living_room,mansion,forest,biophilic,dark_luxury,warm,dark,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI render look: idealized double-height glass hall with boulders merging into walls, overly smooth surfaces; caption does not disclose AI",medium,high,"Towering glass-walled living room engulfed by forest and mossy boulders, lit by warm pendant and table lamps, reads as an immersive moody dream home.",pov,POV: This forest mansion is yours 🌲🖤,question_engagement,,,False,theme_page,en,living_room;dining,green;brown;grey;orange,wood;natural_stone;glass;metal;fabric;plants;leather,none,dramatic_scale;view_reveal;empty_room
DZz0ijoxATL,wellnesstravelled,ok,ok,reel,643K followers,643000,1142,1881,56,572,4,False,7,0,False,False,"📌SAVE this post for Toronto summer inspo ✨  Toronto's best rooftop pool is now open! It's the best way to cool off in the city's summer heat. The Lakeview Pool Lounge at Radisson Blu is an oasis in the city with a heated pool, lounge chairs, an onsite Lakeview Restaurant for drinks and bites, great music, and beautiful views of the CN Tower and Lake Ontario.  The Radisson Blu Toronto Downtown offers day passes to the Lakeview Pool Lounge all summer long!  Share this post with the person you'd chill here with! 👙🩳🏊‍♀️🍹  #toronto #torontosummer #todotoronto #discoveron",cover-v2-embed,cover_r12_137.json,pool,hotel_resort,city_skyline,other,,cool,bright,daylight,False,True,Toronto's best rooftop pool is now open 👙🩳,real_existing,real_footage,real camera footage of an identifiable location (CN Tower) with a real person; caption names a real hotel,low,high,"Bright blue rooftop pool framed by high-rises and the CN Tower, with a woman in a red swimsuit and a clear boxed text hook.",location,📌SAVE this post for Toronto summer inspo ✨,save_share,"Lakeview Pool Lounge, Radisson Blu Toronto Downtown, Toronto",,False,lifestyle_influencer,en,pool;terrace_outdoor,blue;white;black;beige,water;concrete;glass;metal,none,text_overlay;pool;person
DUzukieDNa7,things2exploreinmumbai,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r12_137.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CbwitB6qwxt,shilanyas_architects,ok,ok,reel,2K followers,2000,222,821,5,316,13,False,0,0,False,False,Hotel Room interior.. The Project have been handed over to the client. You can see all the stages of this process in our page.. from 3d to the final outcome.. every detail matters.. #interiordesign #hotelroom #final #project #handover #art #aesthetic #architect #instagram #interior #hotel #hotelluxury #hotellucknow,cover-v2-embed,cover_r12_137.json,stairs_hall,hotel_resort,none,classical_luxury,warm_luxury,warm,medium,night_artificial,False,False,,real_existing,real_footage,smartphone photo of a completed real project; caption says the project was handed over to the client,medium,medium,"Plain corridor shot of an open wood-veneer hotel room door with a backlit room-number plate (214) and damask wallpaper; documentary, low scroll-stopping power.",descriptive,Hotel Room interior.. The Project have been handed over to the client. You can see all the stages of this process in our,follow,Lucknow (via #hotellucknow),,False,designer_studio,en,stairs_hall,beige;brown;white;black,wood;marble;natural_stone;metal,none,door_or_threshold
DSm8nF9CDwZ,jumimedia,ok,ok,reel,2K followers,2000,88,676,,1887,8,True,8,6,False,True,"📌Save this video for your trip to Lapland  📍 Rovaniemi: @skyviewigloos  This unique glass igloo hotel is located just outside of the biggest „city"" in Lapland. It is close to all the conveniences of normal life but you still feel like you are in the middle of nowhere. Each cabin has its own sauna, jacuzzi and glass dome.  📍 Ivalo: @auroravillage_ivalo  Aurora Village has different glass igloo accommodations and is built in a very private area. This hotel offers everything you need. All activities on-site and breakfast & incredible dinner included.  📍 Saariselkä: @auroracollectionresort  Aurora Collection Resort is located in arguably one of the most stunning places of whole Lapland - Saariselkä. The skiing center is pretty much right outside of your door. Different kind of accommodations and incredible eye for aesthetics.  📍 Ruka-Kuusamo: @lumoresort  Lumo Resort is a beautiful newly opened resort close to incredible nature. Their goal it to bring more attention to the Ruka Kuusamo area and actually show people why this place should be added to their bucket list. Rectangle glass cabins with cozy aesthetics, a lot of activities on-site & a restaurant on top.  📍 Levi: @leviniglut  Levin Iglut is one of the first real glass igloo hotels as we know them today. They are an exclusive resort on the top of a fell with perfect views to the skiing center. The igloos are very unique and you can really feel the peace there at the resort. Levin Iglut also has a really good and unique rest",cover-v2-embed,cover_r12_137.json,hotel_room,hotel_resort,snow,scandinavian,rustic_cozy,neutral,dark,night_artificial,True,True,Top 5 Hotels / Finnish Lapland / @jumimedia,real_existing,real_footage,real videography of named real hotels; caption credits 'filmed by @jumimedia',low,high,"Couple lying in bed beneath a slanted glass wall framing green aurora over snowy pines, with a list-style 'Top 5 Hotels' hook.",location,📌Save this video for your trip to Lapland,save_share,"Finnish Lapland (Rovaniemi, Ivalo, Saariselkä, Ruka-Kuusamo, Levi)",,False,other,en,hotel_room;bedroom,green;beige;brown;black,wood;glass;fabric,snow;stars,text_overlay;view_reveal;bed_focus;person
DaORCbCIs_N,twincitiesdiary,ok,ok,reel,131K followers,131000,1726,,,1225,5,False,4,1,False,False,"Still not over this hidden paradise in Hunza. 🏔️✨  @firdausresort  Tucked away in the heart of the mountains, this beautiful resort is everything you dream of for a peaceful escape. It features 3 spacious rooms, each with its own private balcony overlooking the breathtaking mountain views. Waking up here feels absolutely magical.  The cottage also has a cozy living room and a fully equipped kitchen, making it perfect for families or a group of friends looking for a home away from home. One of my favorite parts was their restaurant, serving authentic Hunza cuisine that's full of local flavors. 🍽️ And the outdoor space is just as incredible, with lush fruit trees, a personal kitchen garden, and plenty of room to relax and soak in nature.  Hands down, one of the best stays I've experienced in Hunza. From the stunning views to the comfort, hospitality, and peaceful vibes everything was simply perfect. ❤️  If Hunza is on your travel list, make sure you don't miss this hidden gem!  #Hunza #HunzaValley #TravelPakistan #ExplorePakistan #NorthernPakistan  [Mountain Escape | Hidden Gem | Nature Lovers | Travel With Me | Staycation | Beautiful Destinations | Visit Hunza | Travel Reels | Wander lust | PakistanTourism]",cover-v2-embed,cover_r12_137.json,exterior_facade,cabin_chalet,mountain,rustic_cozy,,warm,bright,daylight,False,False,Hidden Paradise in Hunza 🩵,real_existing,real_footage,"real phone footage of a named real resort with natural daylight and ordinary details (outdoor chairs, curtains)",low,high,"Warm timber two-storey cottage with glass balcony set against towering snow-capped peaks under a blue sky, with a location text hook.",location,Still not over this hidden paradise in Hunza. 🏔️✨,none,"Hunza, Pakistan (@firdausresort)",,False,lifestyle_influencer,en,exterior_facade;terrace_outdoor,brown;blue;white;black,wood;glass;metal;fabric;plants,none,text_overlay;exterior_reveal
DWIzoOMEWSK,worldtravelfox,ok,ok,reel,305K followers,305000,778,3414,255,844,5,False,4,1,False,False,"some tropical postcards from…🏝️  the Cook Islands 🇨🇰 - where no video and no picture needs a filter 🥹  if the cook islands are not on your bucketlist yet, you should follow me @worldtravelfox and I'll show you around. And I promise you when I'm done with my stories it will be high on your bucketlist 🩵 because you never saw such an incredible paradise before 🤯  -  © copyrighted content - dm for licensing and permission ‼️  -  #cookislands #rarotonga #aitutaki #travel #beautifuldestinations Pacificislands tropicalstateofmind travel feelingtropical exploremore paradise tahiti tropicalvibes islandlife cookislandstravel cookislandstourism tropicalparadise onefootisland honeymoonisland polynesian aitutakibeach rarotongabeach tahititourisme moana toptraveldestinations travelinspi̇ration paradisefound thecookislands polynesianresort deutsch",cover-v2-embed,cover_r12_137.json,other,none_visible,ocean_beach,tropical,,cool,bright,daylight,False,False,welcome to,real_existing,real_footage,real drone footage of identifiable islands; caption claims no filter and copyrighted content,low,high,"Saturated aerial shot of turquoise lagoon, white sand and palm islets with a teaser 'welcome to' text; pure travel scenery, no architecture.",curiosity,some tropical postcards from…🏝️,follow,"Cook Islands (Rarotonga, Aitutaki)",,False,lifestyle_influencer,en,,turquoise;green;white;blue,water;plants,none,text_overlay
DZONYuIzMYj,rraj.kumaryadav,ok,ok,reel,724 followers,724,54,385,,89,5,False,2,0,False,False,🏕 Cozy Bedroom Rain Sounds । 8 house sleep #heavyrain #cozy #rainsounds❤️ #rainyday #asmr,cover-v2-embed,cover_r12_137.json,bedroom,cabin_chalet,rain_window,rustic_cozy,,warm,dark,overcast_rain,True,True,Follow me,stylized_dreamy,ai_generated,"typical AI image look (idealized cabin nook, smooth textures, generic props); not disclosed in caption",low,medium,Moody wooden cabin nook with a figure asleep under a fleece blanket beside rain-streaked windows onto foggy pines; classic rain-ASMR sleep bait.,descriptive,🏕 Cozy Bedroom Rain Sounds । 8 house sleep #heavyrain #cozy #rainsounds❤️ #rainyday #asmr,none,,,False,theme_page,en,bedroom,brown;green;white;orange,wood;glass;fabric;plants,rain;fog,bed_focus;person;text_overlay
DRmuO5dgprK,calm_neststudio,ok,ok,reel,156K followers,156000,1020,9504,80,142,8,False,0,0,False,False,Relaxing Rain for Sleep #relaxingasmrsounds #asmrrain #rainasmr #relaxingrainsounds #rainsoundsforsleeping #sleeprain #sleeprain #relaxingrain,cover-v2-embed,cover_r12_137.json,bedroom,none_visible,rain_window,japandi,minimalist,cool,dark,blue_hour,True,False,,stylized_dreamy,ai_generated,synthetic-looking rain streaks and render-smooth floor and bedding typical of AI ambience imagery; not disclosed,low,high,"Minimal dark bedroom facing a floor-to-ceiling rain-streaked window over misty mountains and distant village lights, with one glowing paper lantern.",descriptive,Relaxing Rain for Sleep #relaxingasmrsounds #asmrrain #rainasmr #relaxingrainsounds #rainsoundsforsleeping #sleeprain #s,none,,,False,theme_page,en,bedroom,blue;black;orange;grey,wood;glass;fabric,rain;fog;city_lights,view_reveal;bed_focus;empty_room
DcpN8zGRb6b,brooklyn_naveah,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r12_137.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQkFQYNjHMz,juliagal_,ok,ok,reel,4M followers,4000000,1232,4531,62,59,0,False,3,1,False,False,Dreams do come true in this suite!💫😍  📍@santonero_santorini,cover-v2-embed,cover_r12_137.json,terrace_outdoor,hotel_resort,ocean_beach,mediterranean,,warm,medium,golden_hour,False,False,,real_existing,real_footage,real camera footage of a named real suite (@santonero_santorini) with natural sunset light,low,high,"Romantic sunset setup: outdoor bed with roses, fruit and champagne beside a candlelit plunge pool overlooking the Santorini caldera.",aspirational,Dreams do come true in this suite!💫😍,none,Santorini (@santonero_santorini),,False,lifestyle_influencer,en,terrace_outdoor;pool,orange;white;blue;black,water;fabric;plaster;glass;fire,none,bed_focus;pool;view_reveal
DVpJs62kVNI,videokrtoon,ok,ok,reel,309K followers,309000,600,334,5,44,0,False,0,0,False,False,Diseños de Casas Que Solo La IA Podría Crear,cover-v2-embed,cover_r12_137.json,exterior_facade,house,none,modern_luxury,minimalist,neutral,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,caption says these house designs are ones only AI could create,low,high,"Elevated dusk view of a sleek cantilevered dark-box modern house with glowing glass walls, LED-lined garage doors and a landscaped courtyard.",fantasy,Diseños de Casas Que Solo La IA Podría Crear,none,,,True,ai_creator,es,exterior_facade;garden_landscape;living_room,grey;black;beige;green,concrete;glass;metal;natural_stone;plants;water,none,exterior_reveal;water_feature
DSQGTIRCAz6,cozy.nook10,ok,ok,reel,21K followers,21000,491,1817,18,47,0,True,0,0,False,True,Would you live in a house like this ? Yes or No,cover-v2-embed,cover_r12_138.json,living_room,unusual_structure,snow,scandinavian,rustic_cozy,cool,bright,mixed,True,False,,stylized_dreamy,ai_generated,"dollhouse-like cutaway of a multi-level home with padded capsule loft bed, overly smooth surfaces and uniform AI-typical rendering; caption does not disclose AI",low,high,"Wide-angle cutaway of a cozy blue-and-white multi-level home stacking a capsule loft bed, second bedroom, fireplace lounge, bathroom and snowy window, with a dog and cat.",question,Would you live in a house like this ? Yes or No,question_engagement,,,False,theme_page,en,living_room;bedroom;bathroom;office;stairs_hall,white;blue;tan;brown,wood;fabric;glass;plants;fire,snow;fireplace,unusual_architecture;dramatic_scale;bed_focus
DGGxmZtSmhs,amarilymccray520,ok,ok,reel,40K followers,40000,158,221,,770,11,False,7,1,False,False,"✨ The Ultimate Luxury Kitchen ✨  This stunning modern kitchen is designed for elegance, functionality, and sophistication. Imagine preparing meals in this dream space featuring:  🔥 Sleek Black Marble Countertops for a bold, high-end look 🔥 Custom Wood Cabinetry with soft-close technology 🔥 State-of-the-Art Appliances for effortless cooking 🔥 Elegant Pendant Lighting to set the perfect ambiance  A kitchen isn't just for cooking—it's the heart of the home. Let HomesLuz help you find the perfect home with a kitchen that matches your lifestyle!  📍 Visit HomesLuz.com to explore luxury real estate opportunities.  #DreamKitchen #LuxuryHomes #ModernDesign #HomeGoals #KitchenInspo #LuxuryLiving #HomesLuz #InteriorDesign #HomeDecor #KitchenRemodel #realestate @homesluz_",cover-v2-embed,cover_r12_138.json,kitchen,none_visible,none,modern_luxury,warm_luxury,neutral,bright,mixed,False,False,Homesluz.com,real_existing,real_footage,wide-angle handheld phone footage with real camera softness and lens distortion of an actual kitchen,medium,medium,"Oversized black-marble waterfall island with warm wood cabinetry, glass teardrop pendants and a pro range, branded with a Homesluz.com watermark.",aspirational,✨ The Ultimate Luxury Kitchen ✨,link_in_bio,,,False,real_estate,en,kitchen,black;brown;white;grey,marble;wood;natural_stone;glass;metal,none,text_overlay;dramatic_scale
DV6MooqDA88,aveotasarim,ok,ok,reel,44K followers,44000,47,6298,64,107,5,True,0,0,False,True,Would you live in this livingroom?  #interiordesign #livingroom #homemakeover #evyenileme #salondekorasyonu,cover-v2-embed,cover_r12_138.json,living_room,none_visible,none,warm_luxury,organic_modern,warm,bright,mixed,False,False,,aspirational_realistic,ai_generated,"AI-typical overly smooth textures, melted/indistinct shelf decor objects and idealized uniform lighting; not disclosed in caption",high,high,"All-cream living room with curved boucle sofa, twin boucle chairs, globe chandelier, linear fireplace and cove lighting in a soft monochrome palette.",question,Would you live in this livingroom?,question_engagement,,,False,designer_studio,en,living_room,beige;cream;brown;gold,fabric;wood;plaster;glass;plants;fire,fireplace,none
DEnWgTYt-Kg,kikis_interiors,ok,ok,reel,577K followers,577000,775,4404,151,244,16,False,4,0,False,False,🤍✨Master Bedroom✨🤍 . . . #interior #homestyle #homedesign #luxurydesign #homeinspo #homedecor #interiorstyling #interiorinspo #interiordecor #interiordecorating #interiordesign #bedroomdecor #bedroominspo #bedroomdesign #homeinterior #glamdecor,cover-v2-embed,cover_r12_138.json,bedroom,none_visible,none,glam_feminine,modern_luxury,neutral,bright,mixed,False,False,,real_existing,real_footage,"real phone footage of a lived-in UK-style home (radiator, carpet, door hardware) with natural camera exposure",high,high,Doorway reveal into a long white-grey-gold glam bedroom under oversized crystal chandeliers with a gold-striped sideboard and mirrored headboard wall.,descriptive,🤍✨Master Bedroom✨🤍,none,,,False,lifestyle_influencer,en,bedroom,white;grey;gold;black,fabric;metal;glass;marble;plants,none,door_or_threshold;bed_focus
CvKzsAuN3pS,mollybowenco,ok,ok,reel,67K followers,67000,307,283783,1481,277,6,False,3,2,False,False,Dream bathroom essentials…  Soaking tub 🛀 Swoon-worthy tile 🤩 Mood lighting 💡  Follow @mollybowenco for more renovations and design inspo Floor & Wall Tile @bedrosianstile  #masterbathroom #masterbathroomdesign #masterbathroomremodel #primarybathroom #soakingtub #dreambathroom,cover-v2-embed,cover_r12_138.json,bathroom,house,forest,organic_modern,rustic_cozy,warm,bright,mixed,True,False,,real_existing,real_footage,"high-resolution real phone photo/footage with natural daylight, real clutter (cotton jars, soap) and real deck/tree outside",high,high,"Freestanding soaking tub framed by a big black-framed window onto an old oak and deck, with zellige tile, oak vanity, brass fixtures and a bubble chandelier.",aspirational,Dream bathroom essentials…,follow,,,False,designer_studio,en,bathroom,white;beige;brown;grey,wood;marble;natural_stone;glass;metal;fabric;plants,none,view_reveal
DWGxAM9jyGS,oishii_okinawa,ok,ok,reel,68 followers,68,164,3,,422,5,False,0,0,False,False,沖縄本島の那覇の国際通り近くにあるフルーツアイス屋さん ショーケースに並んでいるフルーツを選んで、牛乳か豆乳かヨーグルトを選んで、アイスかシェイクを選んで注文するよ 島バナナと牛乳のアイスは、島バナナのほのかな酸味とバナナのネットリ感がミルクと合って美味しい！島バナナを追加トッピングしたよ でも見た目が地味なので、ドラゴンフルーツやマンゴーなど彩り豊かな南国フルーツをトッピングすると映えそうだよね 注文はセルフタブレットレジで順番に選んで注文するけど、何のフルーツを選ぶかショーケースの前で悩んじゃうよね！ カラフルでかわいい店内で食べてもいいし、テイクアウトしてアーケード街を散策するのもオススメ！ 営業時間は午前中から夜遅くまでで、駐車場は付近の有料駐車場に停めるか、モノレールを利用するのがいいね 国際通りやアーケード街の散策を楽しんでね！ お店に行ったら感想をコメントしてね！ #沖縄グルメ #アイス #フルーツ #那覇 #国際通り,cover-v2-embed,cover_r12_138.json,other,none_visible,none,other,,warm,bright,night_artificial,False,True,"Fruit marry
NAHA-city OKINAWA",real_existing,real_footage,handheld phone shot of a real soft-serve cup held by a hand in a shop under artificial light,low,medium,Off-topic food reel: a hand holds banana soft-serve in front of a fruit showcase in a Naha shop; no interior/architecture content.,location,沖縄本島の那覇の国際通り近くにあるフルーツアイス屋さん,question_engagement,"Kokusai-dori, Naha, Okinawa (沖縄本島の那覇の国際通り)",,False,other,other,other,beige;yellow;white;grey,glass;wood;metal,none,text_overlay;person
DVdugg5jMfU,buildinsecondsss,ok,ok,reel,139 followers,139,36,5,,465,10,False,0,0,False,False,"From raw cliffside rock to a luxury oceanfront villa with an infinity pool.  This construction timelapse shows the entire transformation as excavators carve into the cliff, concrete structures rise, and the modern luxury home is completed.  Architecture and construction like this is incredible to watch. #constructiontimelapse #luxuryvilla #architecturelovers #modernarchitecture #constructionlife #housebuild #luxuryhomes #infinitypool #dreamhome #satisfyingvideo",cover-v2-embed,cover_r12_138.json,other,none_visible,cliff,other,,warm,medium,golden_hour,False,False,Veo,stylized_dreamy,ai_generated,Google 'Veo' AI-video watermark bottom right; idealized sunset cliff with AI-typical rock glow; caption itself does not say AI,low,high,Opening frame of an AI 'cliff-to-villa' construction timelapse: a raw sunset-lit sea cliff before any building appears.,curiosity,From raw cliffside rock to a luxury oceanfront villa with an infinity pool.,none,,,True,ai_creator,en,,grey;orange;blue;green,natural_stone;plants;water,none,dramatic_scale
DPqrfxdkzVH,wayanad_rooms,ok,ok,reel,92K followers,92000,315,9560,520,46,0,False,0,1,False,False,4 BEDROOM POOL VILLA @wayanad_rooms 9946326222,cover-v2-embed,cover_r12_138.json,exterior_facade,villa,jungle_tropical,traditional_regional,tropical,neutral,medium,overcast_rain,False,False,"4 BEDROOM POOL VILLA
9946326222
4 BEDROOM
AC ROOM
PRIVATE POOL
BREAKFAST
MUSIC
BBQ AREA
CAMPFIRE AREA
1199/-
Minimum 4share",real_existing,real_footage,real phone footage of laterite-brick cottages under an overcast sky with natural lawn and plants,low,medium,Budget-stay ad: laterite-brick gabled cottages on a lawn with an amenity list and a 1199/- per-head price overlaid on the cover.,promotional,4 BEDROOM POOL VILLA,dm,Wayanad (via @wayanad_rooms),1199/- (Minimum 4share),False,other,en,exterior_facade;garden_landscape,green;terracotta;grey;white,natural_stone;wood;plants,none,text_overlay;exterior_reveal
DNm5oeiSiWo,vizag_talks,ok,ok,reel,57K followers,57000,411,5194,37,527,13,False,3,0,False,False,"Most luxurious villas in vizag , Crazy experience 🔥 📍Bheemili 📞9666292242  . .beautiful, elegant, 1. Luxury Villas Vizag 2. Villa Stays Visakhapatnam 3. Luxury Stay Vizag 4. Beachside Villas Vizag 5. Private Villas Visakhapatnam 6. Vizag Luxury Escapes 7. Holiday Villas Vizag 8. Vacation Homes Visakhapatnam 9. Villa Rentals Vizag 10. Luxury Getaways Vizag . #vizag #vizagcityofdestiny #vizagcity #stays #luxuryvillas #vizagvillas #vizaghotels #vizagrooms #vizagfoods #couplefriendlyrooms #vizaglove #friendsrooms #vuzagresort",cover-v2-embed,cover_r12_138.json,living_room,villa,none,modern_luxury,,neutral,bright,mixed,False,False,"The luxurious Villa Stays
In Vizag
Paris",real_existing,real_footage,"wide-angle phone footage of a real rental villa with everyday items (floor mat, TV) and app-style text overlays",medium,medium,"Double-height villa living room with a cascading crystal chandelier and floor-to-ceiling grey curtains, labelled with bold 'luxurious Villa Stays In Vizag' text.",location,"Most luxurious villas in vizag , Crazy experience 🔥",dm,"Bheemili, Vizag (Visakhapatnam)",,False,media_publication,en,living_room,white;beige;grey;navy,marble;wood;fabric;glass,none,text_overlay;dramatic_scale
DGsrtOON0GT,lazaroluxury_homesdecor,ok,ok,reel,130K followers,130000,3473,75,,45,2,False,3,0,False,False,DREAMS HOUSE 🏠🏠🏠 CALL #0656074444 #0682551274,cover-v2-embed,cover_r12_138.json,exterior_facade,house,none,modern_luxury,tropical,cool,bright,daylight,False,False,,aspirational_realistic,ai_generated,"too-perfect generic facade, lawn and palms with AI-typical smooth foliage and no camera noise; logo overlay; not disclosed",low,high,"Idealized two-storey modern house with grey stone cladding, flat overhangs, glass balcony and manicured tropical garden under blue sky.",aspirational,DREAMS HOUSE 🏠🏠🏠,dm,,,False,other,en,exterior_facade;garden_landscape,grey;blue;green;white,natural_stone;glass;concrete;wood;plants,none,exterior_reveal
DZGbp0DsJod,kika.baut,ok,ok,reel,21K followers,21000,166,8651,53,324,5,False,1,0,False,False,"A perfect blend of warmth and sophistication. Grey-beige tiles, a seamless matching vanity, a stunning walnut cabinet, and soft indirect lighting come together to create a bathroom that feels timeless, luxurious, and effortlessly elegant. ✨  #LuxuryBathroom #InteriorDesign #BathroomInspiration #badezimmer #TimelessElegance",cover-v2-embed,cover_r12_138.json,bathroom,none_visible,none,minimalist,warm_luxury,warm,medium,night_artificial,False,False,,real_existing,real_footage,"real phone footage of an actual bathroom vanity with reflections, switches and towels; caption describes real materials",high,high,Close-up of a stone-look integrated sink on a floating walnut vanity under a warm backlit round mirror with matte-black fixtures.,descriptive,"A perfect blend of warmth and sophistication. Grey-beige tiles, a seamless matching vanity, a stunning walnut cabinet, a",none,,,False,lifestyle_influencer,en,bathroom,beige;brown;black;grey,natural_stone;wood;metal;glass;fabric,none,none
