shortcode,url,handle,posted_at_utc,is_new,seen_last_week,age_days,views,metric,topic_index,topic_pct,in_top_quartile,followers,followers_source,vpf,tier,likes,comments,likes_per_view,n_topics,topics,topic_group,kw_room,kw_style,kw_setting,kw_combo,hook,hook_source,hook_h,ai_disclosed_kw,caption_first_line,code_room,code_style,code_hook,code_production,code_realism
DQgnqKljDY9,https://www.instagram.com/reel/DQgnqKljDY9/,esoarch,2025-11-01T09:59:14.980000+00:00,False,,327.6,44900,views,0.1086,0.0833,False,152000,embed_reel,0.2954,1_NORMAL,1897,35,0.0422,1,midjourney-architecture,ai,whole_home,other,none,other × whole_home,descriptive,code,descriptive,True,...work in progress...,whole_home,futuristic,descriptive,ai_generated,stylized_dreamy
DFnX5PNRWm-,https://www.instagram.com/reel/DFnX5PNRWm-/,lianaariashomedecor,2025-02-03T15:10:50.739000+00:00,False,,598.4,15100,views,0.1083,0.0833,False,883,embed_reel,17.1008,4_VIRAL,,9,,1,organic-modern,style,other,biophilic,none,biophilic × other,descriptive,code,descriptive,False,Tendencia: Organico / Moderno El Organic Modern es la nueva tendencia en interiorismo que dominará el 2025.,living_room,biophilic,descriptive,ai_generated,aspirational_realistic
DDR9zmKTcR-,https://www.instagram.com/reel/DDR9zmKTcR-/,wildreamhom3,2024-12-07T14:36:02.669000+00:00,False,,656.4,18000,views,0.1056,0.25,False,,,,,,,,2,cozy-cabin-in-the-snow;cozy-winter-cabin,cozy_ambience,whole_home,cozy_rustic,mountain_snow,cozy_rustic × whole_home,descriptive,heuristic,descriptive,False,The winter storm is just background music in the warmth of our cabin .,,,,,
DUjuUXRDegY,https://www.instagram.com/reel/DUjuUXRDegY/,antt,2026-02-10T01:00:44.283000+00:00,False,,227.0,157000,views,0.1047,0.1667,False,57000,embed_reel,2.7544,3_VERY_GOOD,19621,47,0.125,1,luxury-penthouse,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,descriptive,code,descriptive,False,#penthouse,living_room,modern_luxury,descriptive,real_footage,real_existing
DVKk1NDCOjL,https://www.instagram.com/reel/DVKk1NDCOjL/,divaa.finds,2026-02-25T03:08:13.279000+00:00,False,,211.9,365000,views,0.1043,0.3333,False,764000,embed_reel,0.4777,1_NORMAL,32697,93,0.0896,1,dream-room,fantasy_dream,other,cozy_rustic,none,cozy_rustic × other,aspirational,code,fantasy,False,"Every girl's dream 💗🛏️✨ A room that feels soft, cozy, and a little magical where everything is pink",bedroom,other,aspirational,real_footage,real_existing
CW3ODKSq4ZK,https://www.instagram.com/reel/CW3ODKSq4ZK/,dubailuxuryvibes,2021-11-29T14:17:08.606000+00:00,False,,1760.4,35800,views,0.1029,0.25,False,123000,embed_reel,0.2911,1_NORMAL,1036,5,0.0289,1,luxury-bedroom,luxury_room,bedroom,modern_luxury,none,modern_luxury × bedroom,descriptive,code,descriptive,False,Stunning bedroom design with walking wardrobe!,bedroom,modern_luxury,descriptive,real_footage,real_existing
DF1kNfqRmIF,https://www.instagram.com/reel/DF1kNfqRmIF/,deirdres_design,2025-02-09T03:27:50.189000+00:00,False,,592.9,71700,views,0.1013,0.3333,False,1000000,embed_reel,0.0717,1_NORMAL,1564,20,0.0218,1,dream-closet,luxury_room,closet,other,none,other × closet,aspirational,code,aspirational,False,Tag someone who would love this dream closet via @msblingmiami ✨ I'm excited to offer a special virtual design consultat,closet,other,aspirational,real_footage,real_existing
DH0MFLSp7tx,https://www.instagram.com/reel/DH0MFLSp7tx/,lawrencewalton_,2025-03-30T07:40:31.998000+00:00,False,,543.7,24800,views,0.0971,0.1667,False,547000,embed_reel,0.0453,1_NORMAL,664,5,0.0268,1,underwater-hotel,hotel_resort,other,other,underwater,other × other,question,code,question,False,Would you sleep in an underwater hotel room?,bedroom,futuristic,question,real_footage,real_existing
Dc4NevTCuAr,https://www.instagram.com/reel/Dc4NevTCuAr/,little_dreamy_mist,2026-09-04T20:09:00.031000+00:00,False,,20.2,41500,views,0.0967,0.1667,False,8000,embed_reel,5.1875,4_VIRAL,2481,36,0.0598,1,cozy-bedroom-ideas,cozy_ambience,bedroom,cozy_rustic,mountain_snow,cozy_rustic × bedroom,choice,code,choice,False,You're spending the entire winter here… Which bedroom are you choosing?,bedroom,cozy_rustic,choice,ai_generated,stylized_dreamy
DCtmXoTulqa,https://www.instagram.com/reel/DCtmXoTulqa/,meta_animate,2024-11-23T11:38:35.392000+00:00,False,,670.5,27900,views,0.0964,0.3333,False,15000,embed_reel,1.86,2_GOOD,419,16,0.015,1,futuristic-interior,future_arch,other,futuristic,none,futuristic × other,aspirational,code,aspirational,False,"Living, Reinvented This isn't just an interior—it's a revolution in design.",living_room,dark_luxury,aspirational,3d_render,aspirational_realistic
DVY64DJjNvG,https://www.instagram.com/reel/DVY64DJjNvG/,jess.wandering,2026-03-02T16:50:12.972000+00:00,False,,206.3,150000,views,0.0938,0.25,False,910000,embed_reel,0.1648,1_NORMAL,3890,194,0.0259,1,treehouse-hotel,hotel_resort,whole_home,modern_luxury,rain,modern_luxury × whole_home,question,code,question,False,Who would you fall asleep listening to the rain with?,living_room,cozy_rustic,question,real_footage,real_existing
DWhCcfijezK,https://www.instagram.com/reel/DWhCcfijezK/,relaxationreflections_,2026-03-30T17:01:40.638000+00:00,False,,178.3,52500,views,0.0935,0.3333,False,12000,embed_reel,4.375,3_VERY_GOOD,5131,39,0.0977,1,rain-cozy,cozy_ambience,other,cozy_rustic,rain,cozy_rustic × other,pov,code,descriptive,False,"If your evening feels rushed, this is your invitation to slow it down.",bedroom,cozy_rustic,pov,ai_generated,stylized_dreamy
DUrAEncjwpo,https://www.instagram.com/reel/DUrAEncjwpo/,neatmethod,2026-02-12T20:50:33.490000+00:00,False,,224.1,66100,views,0.0934,0.25,False,840000,embed_reel,0.0787,1_NORMAL,1064,23,0.0161,1,dream-closet,luxury_room,closet,other,none,other × closet,aspirational,code,aspirational,False,"So good we never want to leave #closetgoals closet organizing, organized spaces",closet,other,aspirational,real_footage,real_existing
DYuN14xsBlJ,https://www.instagram.com/reel/DYuN14xsBlJ/,relaxingwithraine,2026-05-24T12:54:10.748000+00:00,False,,123.5,21900,views,0.092,0.25,False,652000,embed_reel,0.0336,1_NORMAL,748,13,0.0342,1,tropical-house-architecture-styles,architecture,whole_home,tropical,none,tropical × whole_home,aspirational,code,descriptive,False,✨ Majestic Three-Story Golden Roof Mansion — Tropical Luxury at Its Finest 🏡🌴 #lightingdesign #lightingdecor #lighting #,other,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DZ5u1gbI4fE,https://www.instagram.com/reel/DZ5u1gbI4fE/,luxuryhouseview,2026-06-22T20:45:31.535000+00:00,False,,94.1,157000,views,0.0897,0.25,False,389000,embed_reel,0.4036,1_NORMAL,5675,28,0.0361,1,luxury-house,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,aspirational,False,Such A Home Where luxury meets starlight and every corner feels like a dream.,living_room,modern_luxury,aspirational,3d_render,stylized_dreamy
DXFQ4I4CMCX,https://www.instagram.com/reel/DXFQ4I4CMCX/,kuchecucina,2026-04-13T18:40:26.697000+00:00,False,,164.2,63800,views,0.0895,0.0833,False,93000,embed_reel,0.686,2_GOOD,,24,,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,descriptive,code,descriptive,False,"A contemporary kitchen defined by clean architectural lines, warm wood ca",kitchen,modern_luxury,descriptive,real_footage,real_existing
DGjB_JfN7W3,https://www.instagram.com/reel/DGjB_JfN7W3/,journey.to_serenity,2025-02-26T19:13:50.743000+00:00,False,,575.2,14600,views,0.0857,0.1667,False,15000,embed_reel,0.9733,2_GOOD,794,23,0.0544,1,cozy-winter-cabin,cozy_ambience,whole_home,cozy_rustic,mountain_snow,cozy_rustic × whole_home,aspirational,code,aspirational,False,Cozy Cabin Vibes ❄️🔥 A warm retreat in the heart of winter!,living_room,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DIoK2_Ry1DN,https://www.instagram.com/reel/DIoK2_Ry1DN/,konars.design,2025-04-19T12:10:21.948000+00:00,False,,523.5,33900,views,0.0844,0.25,False,421000,embed_reel,0.0805,1_NORMAL,,110,,2,futuristic-house;futuristic-houses,future_arch,whole_home,futuristic,none,futuristic × whole_home,descriptive,code,descriptive,False,"ASIL House - Modern Futuristic As night falls, the house transforms into a visual masterpiece that captivates the eye wi",whole_home,futuristic,descriptive,real_footage,real_existing
DbCD3JAh34M,https://www.instagram.com/reel/DbCD3JAh34M/,rainydaisy5,2026-07-20T22:54:34.074000+00:00,False,,66.0,323000,views,0.0839,0.1667,False,13000,embed_reel,24.8462,5_EXTREME_OUTLIER,36828,254,0.114,1,cozy-rain,cozy_ambience,whole_home,cozy_rustic,rain,cozy_rustic × whole_home,aspirational,code,aspirational,False,"A little cabin, endless rain, and complete peace ☘️🌧️ Rain is where my inner child feels safe again 🤍 #cozyvibes #slowli",other,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DKBShVqt8ds,https://www.instagram.com/reel/DKBShVqt8ds/,theluxurylaunch,2025-05-24T02:49:43.342000+00:00,False,,488.9,32300,views,0.0835,0.25,False,31000,embed_reel,1.0419,2_GOOD,1102,8,0.0341,2,luxury-house;ultra-modern-luxury-house-design,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,descriptive,False,Incredible home 😍 @aiforarchitects #house #houses #home #homes #realestate #mansion #luxurylifestyle #luxury #luxuryhome,whole_home,dark_luxury,aspirational,ai_generated,aspirational_realistic
Dafa2hrsREU,https://www.instagram.com/reel/Dafa2hrsREU/,lifeofblahhh,2026-07-07T12:02:02.544000+00:00,False,,79.5,25400,views,0.0831,0.0833,False,58000,embed_reel,0.4379,1_NORMAL,1248,24,0.0491,1,art-deco-interior-design,style,whole_home,art_deco,none,art_deco × whole_home,descriptive,code,descriptive,False,"Art deco as a design style😍⚜️ [ interior design, interior designer, art decor, art deco interior style, interior archite",other,art_deco,descriptive,ai_generated,stylized_dreamy
DQpFmX8jglz,https://www.instagram.com/reel/DQpFmX8jglz/,hiddenpinescabins,2025-11-04T16:54:48.018000+00:00,False,,324.3,38300,views,0.0827,0.1667,False,46000,embed_reel,0.8326,2_GOOD,,21,,1,luxury-cabin,unusual_home,whole_home,cozy_rustic,none,cozy_rustic × whole_home,aspirational,code,descriptive,False,Trading noise for the sound of trees🌲🍂 Book this unique luxury getaway!,other,minimalist,aspirational,real_footage,real_existing
DWlhVrbje4Q,https://www.instagram.com/reel/DWlhVrbje4Q/,ai.perfect.world,2026-04-01T10:48:35.472000+00:00,False,,176.5,1517,views,0.0827,0.25,False,14000,embed_reel,0.1084,1_NORMAL,101,6,0.0666,1,cliff-house,unusual_home,whole_home,other,ocean_beach,other × whole_home,fantasy,code,descriptive,False,This cliffside mansion feels unreal.,whole_home,modern_luxury,fantasy,ai_generated,stylized_dreamy
DPMOMzaDfKM,https://www.instagram.com/reel/DPMOMzaDfKM/,relaxuni,2025-09-29T15:20:34.957000+00:00,False,,360.4,14000,views,0.0822,0.0833,False,46000,embed_reel,0.3043,1_NORMAL,942,,0.0673,1,cozy-winter-cabin,cozy_ambience,whole_home,cozy_rustic,mountain_snow,cozy_rustic × whole_home,descriptive,code,descriptive,False,"Sleeping in a Warm Little Cabin, Blizzard outside 😴 Follow and enjoy!",bedroom,cozy_rustic,descriptive,ai_generated,stylized_dreamy
DTsiNIIjMY-,https://www.instagram.com/reel/DTsiNIIjMY-/,_crystalvisual,2026-01-19T14:36:39.786000+00:00,False,,248.4,91700,views,0.0818,0.25,False,10000,embed_reel,9.17,4_VIRAL,,184,,1,dream-bedrooms,luxury_room,bedroom,cozy_rustic,none,cozy_rustic × bedroom,choice,code,choice,False,Which one?,bedroom,minimalist,choice,ai_generated,stylized_dreamy
DSh3QjJAOcv,https://www.instagram.com/reel/DSh3QjJAOcv/,facade_designn,2025-12-21T14:37:35.467000+00:00,False,,277.4,239000,views,0.081,0.1667,False,47000,embed_reel,5.0851,4_VIRAL,5444,174,0.0228,1,modern-architecture,architecture,whole_home,modern_luxury,none,modern_luxury × whole_home,descriptive,code,descriptive,False,✨A sculptural glass facade rising above the city… 🌿This modern high-rise blends fluid architectu,whole_home,biophilic,descriptive,ai_generated,stylized_dreamy
DTsR_g4kfQj,https://www.instagram.com/reel/DTsR_g4kfQj/,montani3d,2026-01-19T12:14:59.658000+00:00,False,,248.5,139000,views,0.0808,0.5,False,603000,embed_reel,0.2305,1_NORMAL,3324,1860,0.0239,1,ai-interior-design,ai,other,other,none,other × other,descriptive,code,descriptive,False,"Com essa tecnologia🤖, eu transformo uma única foto em várias versões conceituais do ambiente.",living_room,minimalist,descriptive,ai_generated,stylized_dreamy
DclypdHov-a,https://www.instagram.com/reel/DclypdHov-a/,cozyzen.ai,2026-08-28T16:28:12.264000+00:00,False,,27.3,27000,views,0.0802,0.1667,False,498000,embed_reel,0.0542,1_NORMAL,1229,8,0.0455,1,ai-cozy-cabin,ai,bedroom,cozy_rustic,mountain_snow,cozy_rustic × bedroom,question,code,question,False,Would You Hide Away Here During a Snowstorm?,bedroom,cozy_rustic,question,ai_generated,stylized_dreamy
DZCfbUSA3au,https://www.instagram.com/reel/DZCfbUSA3au/,myauraview,2026-06-01T09:52:38.909000+00:00,False,,115.6,44200,views,0.0784,0.0833,False,160000,embed_reel,0.2762,1_NORMAL,1697,32,0.0384,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,aspirational,code,aspirational,False,The countryside version of luxury 🕯️✨ *invitation #quietluxury #slowliving #manorlife #countryescape,living_room,classical,aspirational,real_footage,real_existing
DXrG2Evjn78,https://www.instagram.com/reel/DXrG2Evjn78/,deirdres_design,2026-04-28T11:23:55.320000+00:00,False,,149.5,30200,views,0.0766,0.25,False,1000000,embed_reel,0.0302,1_NORMAL,1248,17,0.0413,1,luxury-living-room-design,luxury_room,living_room,modern_luxury,none,modern_luxury × living_room,descriptive,code,aspirational,False,Luxury design via @theluxliving_official,living_room,modern_luxury,descriptive,ai_generated,aspirational_realistic
C0uIf5hNcuv,https://www.instagram.com/reel/C0uIf5hNcuv/,luxurysevenstars,2023-12-11T17:17:17.851000+00:00,False,,1018.3,21400,views,0.0763,0.25,False,650,embed_reel,32.9231,5_EXTREME_OUTLIER,,,,1,futuristic-home,future_arch,whole_home,futuristic,mountain_snow,futuristic × whole_home,aspirational,code,descriptive,False,Elegance and coziness.,living_room,dark_luxury,aspirational,ai_generated,stylized_dreamy
DWtSS0qjNeD,https://www.instagram.com/reel/DWtSS0qjNeD/,vkuoo,2026-04-04T11:11:03.214000+00:00,False,,173.5,20400,views,0.07,0.25,False,92000,embed_reel,0.2217,1_NORMAL,644,20,0.0316,1,parametric-architecture,future_arch,whole_home,futuristic,none,futuristic × whole_home,contrarian,code,descriptive,False,🏗️⚡️Not all architecture needs to be soft.,whole_home,futuristic,contrarian,ai_generated,stylized_dreamy
DSGO3Zij8ko,https://www.instagram.com/reel/DSGO3Zij8ko/,beautyofinteriors,2025-12-10T21:05:08.254000+00:00,False,,288.1,36600,views,0.0694,0.0833,False,404000,embed_reel,0.0906,1_NORMAL,1544,91,0.0422,1,modern-luxury-house-interiors,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,descriptive,False,This design is beautiful!,other,modern_luxury,aspirational,3d_render,aspirational_realistic
DbMwN-OiF8C,https://www.instagram.com/reel/DbMwN-OiF8C/,johnclaire.craft,2026-07-25T02:34:34.102000+00:00,False,,61.9,7974,views,0.0646,0.0833,False,7000,embed_reel,1.1391,2_GOOD,207,,0.026,1,biophilic-bedroom-design,style,bedroom,tropical,rain,tropical × bedroom,curiosity,code,descriptive,False,"Turned My Bedroom Into a Rainforest — Slept Like Never Before"" #BedroomJungle",bedroom,biophilic,curiosity,ai_generated,stylized_dreamy
DUA_NZ7D18W,https://www.instagram.com/reel/DUA_NZ7D18W/,dreamespaceai,2026-01-27T13:14:55.055000+00:00,False,,240.4,18100,views,0.0645,0.1667,False,468,embed_reel,38.6752,5_EXTREME_OUTLIER,482,,0.0266,1,futuristic-home,future_arch,whole_home,futuristic,none,futuristic × whole_home,aspirational,code,aspirational,False,🏙️ Luxury meets AI imagination 🤖✨ Step into spaces that redefine the future of living 💎 From modern penthouses to digita,living_room,modern_luxury,aspirational,ai_generated,stylized_dreamy
DWWt5nZjcQM,https://www.instagram.com/reel/DWWt5nZjcQM/,masiartfurniture,2026-03-26T16:49:44.844000+00:00,False,,182.3,17800,views,0.0615,0.25,False,44000,embed_reel,0.4045,1_NORMAL,164,,0.0092,1,futuristic-interior,future_arch,living_room,futuristic,none,futuristic × living_room,question,code,question,False,"What do you think of this stainless steel lounge chair, inflated to look like a soft cushion?",other,futuristic,question,real_footage,real_existing
DTjPbw9D4Fu,https://www.instagram.com/reel/DTjPbw9D4Fu/,ngn_farming,2026-01-15T23:59:28.339000+00:00,False,,252.0,14400,views,0.0605,0.1667,False,14000,embed_reel,1.0286,2_GOOD,305,,0.0212,1,tropical-house-architecture-styles,architecture,whole_home,tropical,none,tropical × whole_home,descriptive,code,descriptive,False,"A solid concrete home with stone-finish walls and a red long-span roof, framed by lush palms for a calm tropical feel.",whole_home,other,descriptive,ai_generated,aspirational_realistic
DXZKl1RjBQM,https://www.instagram.com/reel/DXZKl1RjBQM/,right.mos,2026-04-21T12:10:19.644000+00:00,False,,156.5,3217,views,0.0601,0.25,False,1000,embed_reel,3.217,3_VERY_GOOD,,,,1,future-houses-2050,future_arch,whole_home,futuristic,none,futuristic × whole_home,curiosity,code,fantasy,False,A six-story mansion that inflates in minutes 🏠💨 This futuristic concept imagines portable luxury,whole_home,futuristic,curiosity,ai_generated,fantasy_impossible
DVyFfBUDR02,https://www.instagram.com/reel/DVyFfBUDR02/,zibaq.inc,2026-03-12T11:23:55.905000+00:00,False,,196.5,23000,views,0.0594,0.1667,False,283000,embed_reel,0.0813,1_NORMAL,603,5,0.0262,1,ultra-modern-luxury-house-design,luxury_home,bedroom,modern_luxury,none,modern_luxury × bedroom,promotional,code,promotional,False,1 Kanal Ultra Modern luxury House full furnished Full basement Design for Sale DHA Lahore.,whole_home,modern_luxury,promotional,real_footage,real_existing
DFprU4KNGXi,https://www.instagram.com/reel/DFprU4KNGXi/,voyaah,2025-02-04T12:39:07.501000+00:00,False,,597.5,14200,views,0.0556,0.0833,False,102000,embed_reel,0.1392,1_NORMAL,180,,0.0127,1,underwater-hotel,hotel_resort,other,other,underwater,other × other,instructional,code,location,False,"📌 Save this reel now or you might just miss out on it From the Maldives to Dubai, these",dining,tropical,instructional,real_footage,real_existing
DKcCWFEt-R9,https://www.instagram.com/reel/DKcCWFEt-R9/,tinyhouse__inspiration,2025-06-03T12:07:52.162000+00:00,False,,478.5,29800,views,0.0544,0.25,False,143000,embed_reel,0.2084,1_NORMAL,650,,0.0218,1,ai-generated-house,ai,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,AI tiny house design!,living_room,cozy_rustic,descriptive,ai_generated,stylized_dreamy
C_ptUUoCiZs,https://www.instagram.com/reel/C_ptUUoCiZs/,nataliefreeman_theavenue,2024-09-08T09:48:09.641000+00:00,False,,746.6,14000,views,0.0519,0.25,False,11000,embed_reel,1.2727,2_GOOD,196,21,0.014,1,indoor-pool,pool,bathroom,other,none,other × bathroom,question,code,question,False,🔥👌How about THIS for an indoor pool/spa/entertaining area??!,pool,modern_luxury,question,real_footage,real_existing
DOVQCkpEZOO,https://www.instagram.com/reel/DOVQCkpEZOO/,paigunna,2025-09-08T06:58:25.963000+00:00,False,,381.7,45700,views,0.0514,0.1667,False,466000,embed_reel,0.0981,1_NORMAL,1052,24,0.023,1,overwater-villa,hotel_resort,pool,other,ocean_beach,other × pool,aspirational,code,aspirational,False,This overwater pool villa feels like a dream turned into reality.,whole_home,modern_luxury,aspirational,real_footage,real_existing
DczF-jWKrdE,https://www.instagram.com/reel/DczF-jWKrdE/,little_dreamy_mist,2026-09-02T20:27:14.181000+00:00,False,,22.1,10300,views,0.0511,0.0833,False,8000,embed_reel,1.2875,2_GOOD,722,7,0.0701,2,ai-cozy-cabin;cozy-cabin-in-the-snow,ai,whole_home,scandinavian,mountain_snow,scandinavian × whole_home,pov,code,pov,False,POV: Snowed in with the ones you love ❄️🤎 #cozy #snowstorm #wintervibes #cozyhome #hygge,whole_home,cozy_rustic,pov,ai_generated,stylized_dreamy
DN3zUvx5lFS,https://www.instagram.com/reel/DN3zUvx5lFS/,nature_cozy_vibe,2025-08-27T20:29:31.964000+00:00,False,,393.1,34200,views,0.0508,0.125,False,119000,embed_reel,0.2874,1_NORMAL,,,,1,house-in-the-forest,unusual_home,whole_home,cozy_rustic,forest,cozy_rustic × whole_home,aspirational,code,aspirational,False,Escape to a cozy forest cottage!,whole_home,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DWteYGuAmgo,https://www.instagram.com/reel/DWteYGuAmgo/,calm_neststudio,2026-04-04T12:56:37.941000+00:00,False,,173.5,28300,views,0.0504,0.25,False,156000,embed_reel,0.1814,1_NORMAL,1598,28,0.0565,1,rain-cozy,cozy_ambience,other,cozy_rustic,rain,cozy_rustic × other,aspirational,code,aspirational,False,Cozy corners and rainy nights — my kind of peace #rain #raining #rainsounds #rainyweather #rainynight #cozyvibes,bedroom,cozy_rustic,aspirational,ai_generated,stylized_dreamy
CuCXrQcNbUD,https://www.instagram.com/reel/CuCXrQcNbUD/,keylead_media,2023-06-28T14:14:58.321000+00:00,False,,1184.4,55600,views,0.0501,0.4167,False,244000,embed_reel,0.2279,1_NORMAL,1544,49,0.0278,1,underground-house,unusual_home,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,Embracing safety in style!,other,other,descriptive,real_footage,real_existing
DT5VSJ0E4cf,https://www.instagram.com/reel/DT5VSJ0E4cf/,arihantpaintindustries,2026-01-24T13:53:52.833000+00:00,False,,243.4,48900,views,0.0496,0.3333,False,181000,embed_reel,0.2702,1_NORMAL,430,47,0.0088,1,ai-home-design,ai,whole_home,other,none,other × whole_home,curiosity,code,aspirational,False,1 Click = Perfect Home Design 🤖🏡 Mene AI ki madad se apne ghar ka design FREE me banaya,whole_home,minimalist,curiosity,ai_generated,aspirational_realistic
CpxkMTqA93t,https://www.instagram.com/reel/CpxkMTqA93t/,_brooklyn_22,2023-03-14T15:31:40.589000+00:00,False,,1290.4,34900,views,0.0493,0.1667,False,186000,embed_reel,0.1876,1_NORMAL,1940,56,0.0556,1,dream-closet,luxury_room,closet,other,none,other × closet,descriptive,code,descriptive,False,I promise I'll show other parts of the house when we don't have 72725 boxes laying around 🫠 #closet #pinkcloset,closet,other,descriptive,real_footage,real_existing
C8NeCt4SxeW,https://www.instagram.com/reel/C8NeCt4SxeW/,corcoransunshine,2024-06-14T21:01:46.057000+00:00,False,,832.1,73400,views,0.0489,0.0833,False,34000,embed_reel,2.1588,3_VERY_GOOD,2871,48,0.0391,1,luxury-penthouse,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,money,code,money,False,"@CentralParkTower's Duplex Penthouse is officially SOLD + CLOSED, with the asking price of $149.5M",living_room,modern_luxury,money,real_footage,real_existing
DR-2WFuidU2,https://www.instagram.com/reel/DR-2WFuidU2/,urban_lifestyle_lab,2025-12-08T00:16:11.446000+00:00,False,,291.0,13600,views,0.0485,0.0833,False,250000,embed_reel,0.0544,1_NORMAL,722,13,0.0531,1,futuristic-home,future_arch,whole_home,futuristic,none,futuristic × whole_home,fantasy,code,descriptive,False,"Proof that imagination has no limits,",living_room,dark_luxury,fantasy,ai_generated,stylized_dreamy
DbREEB_JMj4,https://www.instagram.com/reel/DbREEB_JMj4/,havenintherain,2026-07-26T18:44:56.151000+00:00,False,,60.2,9045,views,0.0484,0.2727,False,2000,embed_reel,4.5225,3_VERY_GOOD,439,,0.0485,1,waterfall-house,fantasy_dream,whole_home,other,mountain_snow,other × whole_home,descriptive,code,descriptive,False,🌊🏔️🌧️ HAVEN IN THE RAIN™ — THE MOUNTAIN LODGE ✨ PART 15 — The Underground,living_room,biophilic,descriptive,ai_generated,stylized_dreamy
DK16rxhzl7q,https://www.instagram.com/reel/DK16rxhzl7q/,nstudiainteriors,2025-06-13T13:21:10.812000+00:00,False,,468.4,52900,views,0.0466,0.0833,False,21000,embed_reel,2.519,3_VERY_GOOD,605,,0.0114,1,luxury-bathroom-design,luxury_room,bathroom,modern_luxury,none,modern_luxury × bathroom,aspirational,code,instructional,False,Step into calm every time you enter 🚪✨ A well-designed washroom isn't just a space — it's a feeling 🌿,bathroom,modern_luxury,aspirational,real_footage,real_existing
DVydOlKiIBU,https://www.instagram.com/reel/DVydOlKiIBU/,amandabdelrazzaq,2026-03-12T14:51:24.142000+00:00,False,,196.4,78000,views,0.0454,0.4167,False,9000,embed_reel,8.6667,4_VIRAL,846,37,0.0108,1,ai-interior-design,ai,other,other,none,other × other,curiosity,code,descriptive,False,Insane construction time-lapse created by using Ai 🤖🤩 Prompt in pin comment 🫶🏻✨,bedroom,biophilic,curiosity,ai_generated,aspirational_realistic
DL2AkrHx8W9,https://www.instagram.com/reel/DL2AkrHx8W9/,ayeshadeary5,2025-07-08T10:44:02.024000+00:00,False,,443.6,29800,views,0.0452,0.1667,False,16000,embed_reel,1.8625,2_GOOD,2692,255,0.0903,2,dream-bedroom;dream-bedrooms,luxury_room,bedroom,other,none,other × bedroom,choice,code,choice,False,Choose your new dreamy bedroom,bedroom,cozy_rustic,choice,ai_generated,stylized_dreamy
C9K0DCdJ-ji,https://www.instagram.com/reel/C9K0DCdJ-ji/,tacticallyprepped,2024-07-08T16:47:43.379000+00:00,False,,808.3,48500,views,0.0437,0.3333,False,71000,embed_reel,0.6831,2_GOOD,824,6,0.017,1,underground-house,unusual_home,whole_home,other,none,other × whole_home,question,code,curiosity,False,Would you get this secret bunker installed in your house?!?!,other,biophilic,question,real_footage,real_existing
DLU80qovJZC,https://www.instagram.com/reel/DLU80qovJZC/,khaled_sadeden_design,2025-06-25T14:36:19.626000+00:00,False,,456.4,12300,views,0.0422,0.125,False,104000,embed_reel,0.1183,1_NORMAL,809,25,0.0658,1,parametric-architecture,future_arch,whole_home,futuristic,none,futuristic × whole_home,descriptive,code,descriptive,False,Waterfront- Skeletal Architecture By @khaled_sadeden_design @advanced.design.lab #arch,whole_home,futuristic,descriptive,ai_generated,stylized_dreamy
DOafL1rjLbJ,https://www.instagram.com/reel/DOafL1rjLbJ/,hudnallshideout,2025-09-10T07:46:58.352000+00:00,False,,379.7,65600,views,0.041,0.1667,False,25000,embed_reel,2.624,3_VERY_GOOD,697,38,0.0106,1,treehouse-hotel,hotel_resort,whole_home,other,forest,other × whole_home,question,code,question,False,Have you ever seen an A-frame treehouse in the UK?,other,cozy_rustic,question,real_footage,real_existing
DTt-V7PEs2U,https://www.instagram.com/reel/DTt-V7PEs2U/,nature._.serenity,2026-01-20T04:01:46.359000+00:00,False,,247.8,21600,views,0.0395,0.1667,False,213000,embed_reel,0.1014,1_NORMAL,1116,8,0.0517,1,ai-generated-house,ai,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,aspirational,False,"Living the dream, one sunset at a time 🌄 #DreamHome #LuxuryLiving #BeautifulHom",whole_home,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DOWAQw0kdBU,https://www.instagram.com/reel/DOWAQw0kdBU/,harmosai,2025-09-08T13:59:48.034000+00:00,False,,381.4,15200,views,0.0393,0.0833,False,57000,embed_reel,0.2667,1_NORMAL,545,,0.0359,3,futuristic-house;modern-villa;ultra-modern-luxury-house-design,future_arch,whole_home,futuristic,none,futuristic × whole_home,aspirational,code,descriptive,False,True architectural mastery doesn't just create a structure; it frames a perspective.,whole_home,modern_luxury,aspirational,ai_generated,aspirational_realistic
